store_name,address,city,state,zip_code,phone_number,email,website
MJ Beauty Creation,"9540 Garland Rd
Suite 294",Dallas,Texas,,732.762.7540,,
Beauty Essentials Day Spa,703 Spring Cypress,Spring,Texas,,2813533000,,www.beauty-essentials.net/
Blue Water Spa,"5820 Main St
Suite 204",Williamsville,NY,,716-597-9622,,
The Hair Department,2464 Getz Road,Fort Wayne,Indiana,,260- 432-3505,stephaniethehairdept@gmail.com,
V. Rose Aesthetics,"109 S Union St 
Suite 403",Rochester,NY,,(585) 355-9131,,
Timeless Beauty Bar & Salon,16 Hamilton St.,South Bridge,MA,,(617) 544-7121,timelessbeautybar6@gmail.com,https://timelessbeautybarsalon.com/
Making Waves Hair Salon,210 East Plank Rd. Suite 5,Altoona,PA,,814-201-2198,info@makingwavesaltoona.com,https://www.makingwavesaltoona.com/
Tol Aesthetics,"24 NE 12th Terrace
Suite #1",Ocala,FL,,(352) 581-9266,,https://schedulewithtolaesthetics.as.me/schedule.php
Grand Glamour,"5401 Portage Rd
Suite 6",Portage,MI,,(269) 743-7067,,
Skin 8 Spa,"2130 Town Center Way
2D Lower Level",Livingston,NJ,,(201) 788-6923,zoey@skin8spa.com,https://www.skin8spa.com/
Esthetics by Natalie,6938 W Q Ave,Kalamzoo,Michigan,,260-760-5570,nbailey4020@gmail.com,
The Spa at Spring Ridge,"2603 Keiser Blvd. 
Ste 207",Wyomissing,PA,,(610) 927-3223,,www.spaatspringridge.com/
Beauty Care Aesthetics,497 Broadway St,Everett,MA,,,,
Audrey's Aesthetics,"8105 Moores Lane, Ste.900, Brentwood, TN 37027 Suite 122",Brentwood,TN,,615-519-2092,audreysaesthetics13@gmail.com,
Kneading Time Spa & Laser,45 Academy Ave,Cornwall on Hudson,New York,,845-863-3009,kneadingtimellc@gmail.com,
Naked Aesthetics Co.,1518 South Avenue West,Missoula,Montana,,(206) 552-6566,,nakedaestheticsco.glossgenius.com
Darby James Salon & Spa,"11411 Buisness Park Circle
Suite 200",Firestone,CO,,303-776-3050,darbyjamessalon@gmail.com,https://darbyjamessalon.com/
Balance + Beauty,214 W. Washington St.,Monticello,IL,,217-931-0931,hello@balanceandbeautyco.com,
"The Alchemist Skin Bar 
Tricia Meibers | Licensed Master Esthetician","565 Cedar Rd Ste 16, Salon #18
*Located Inside of Sola Salons",Chesapeake,VA,,7576043338,alchemistskinbar@icloud.com,www.thealchemistskinbar.com/
La Belle Aesthetics,"11880 Velp Ave 
Ste D",Green Bay,Wisconsin,,,labelleaesthetics24@gmail.com,labellegb.com
Sanaz Skin Center,"450 maple avenue
suite 210",Vienna,Virginia,,(240) 383-8993,sanazskincenter1@gmail.com,
Glow Up With Justine,"Inside Avenue M Salon & Spa
180 S 2nd St",Milwaukee,Wisconsin,,(414) 376-3183,glowupwithjustine@gmail.com,GlowUpMKE.com
Glow Up With Justine,"Inside GÄDIS Brow + Beauty Studio 
325 W Silver Spring Dr 
Suite 100",Milwaukee,Wisconsin,,(414) 376-3183,glowupwithjustine@gmail.com,GlowUpMKE.com
Face Plant Skin Studio,"110 S Oakes Ave 
#270",Cle Elum,Washington,,(509) 656-4022,amelia@faceplantskinstudio.com,faceplantskinstudio.com
Water and Leaf Skincare,"5525 Twin Knolls Road, 
Suite 328",Columbia,Maryland,,(443) 537-0319,Cindy@waterandleafskincare.com,www.waterandleafskincare.com
Anna's Secret Lab,"450 Maple Ave E 
Ste 201A",Vienna,VA,,202-925-6296,contact@annassecretlab.com,annassecretlab.com/
Skin Studio by Annie,13125 North La Montana Drive,Fountain Hills,AZ,,480-200-2556,any2az@cox.net,Www.Anniekastner.com
TRES BON BEAUTE MED SPA,"220 Players Circle
Suite 402",Southlake,Texas,,817-664-3516,elizevanbeljon62@gmail.com,tresbonbeaute.glossgenius.com
NewYou Laser & Skin Studios,"4122 FM 762 Rd.
Spa # 4",Richmond,TX,,(832) 933-1900,Lasernewyou@gmail.com,
Studio Montage Salon & Spa,"21 3rd Street N, Unit 1B",Great Falls,MT,,406-452-3523,infostudiomontage@gmail.com,
GiGi Aesthetics,1324 Third Ave Suite #6,Chula Vista,CA,,619-940-9665,Booking@gigiaesthe.com,www.gigiaesthe.com
Rhythm & Roots Skin Studio,16088 Cinnamon Circle,Mead,CO,,970-415-2492,relax@rrskinstudioco.com,rskin.glossgenius.com/
Dynamic Rejuvenation,110 Elm St,Big Rapids,MI,,231-598-9141,kelly@dynamicrejuvenation.biz,www.dynamicrejuvenation.biz
The Look Advanced Aesthetics,"269 Hanover Street 
Level 3",Hanover,Massachusetts,,781-798-7758,,
Shear Tranquility Salon & Day Spa,945 Sebastian Blvd,Sebastian,FL,,772-581-1082,Sheartranquility@gmail.com,Sheartranquility.com
Center for Aesthetics,8 Century Hill Drive,Latham,NY,,518-282-3982,Center4aesthetics@gmail.com,www.centerforaestheticsny.com/
Aleshia’s Aesthetics at Truly Pampered,"122 West Ave
Suite 1",Brockport,NY,,5854312970,aleshiasaesthetics@gmail.com,
Skyn&Co. Aesthetics,"150 Arsenal St
Suite 210",Watertown,MA,,8572284708,Info@skynandco.com,
Elevate Esthetics,14501 Valley Crest Way,Bluffdale,Utah,,(385) 358-7813,elevate.esthetics.utah@gmail.com,linktr.ee/elevate.esthetics.utah
Greta's Beauty Bar LLC,"430 Main St
Suite 200",Agawam,MA,,4138864172,gretasbeautybar@gmail.com,
Retreat Spa and Salon,"4246 Washington Road
Suite 1-4",Evans,GA,,7063648292,Hello@retreatspaandsalon.com,
Raw Beauty Skincare,110 Washington Avenue,Williston,North Dakota,,(701) 770-1764,deblynnmedhurst@gmail.com,
Amy Caldwell,"3301 N. Miller Rd
Suite 150",Scottsdale,Arizona,,,studioaesthete@gmail.com,
Serenity Massage & Wellness Spa,3406 Middleton Dr,Augusta,GA,,(706) 863-7599,,serenityaugusta.com
NewYou Laser Studios,4122 FM 762,Richmond,Texas,,832 933 1900,Lasernewyou@gmail.com,www.newyoulaserstudios.com
Skin and Body Bar,"28 Kansas St 
Unit 2a",Frankfort,IL,,8156565566,Skinbodybar4@gmail.com,
Healthful Habits,322 Fairview Ave.,Hudson,New York,,5186314420,jgoldberg.healthfulhabits@gmail.com,
Skin Haus Collective,107 W Walnut St,Tremont,IL,,(309) 613-3290,skinhaus@skinhauscollective.com,
CORA Beauty and Spa | By The Lake,3594 State Rd 50,Delavan,wi,,2623251567,beautybycora@gmail.com,"www.corabeautyandspa,com"
Skin Journey Wellness Center,1127 S Patrick Dr Unit 18,Satellite Beach,Florida,,321-305-0094,,skinjourneywellnesscenter.square.site
"Steadman Therapeutic Massage, LLC",1142 Steeplechase Drive,Morgantown,WV,,(304) 406-8989,,
Face Forward With Fashion,"4464 Devine St 
Suite D",Columbia,SC,,(803) 216-1045,info@faceforwardwfashion.com,faceforwardwithfashion.glossgenius.com
Lowcountry Skincare & Spa,"10911 N Jacob Smart Blvd 
Unit D",Ridgeland,South Carolina,,843-226-2004,,lowcountryskincareandspa.glossgenius.com
Forsythia Skin Care Studio,"428 Main Street South, Unit 4",Woodbury,Connecticut,,8603651500,forsythiaskincarestudio@gmail.com,
Forsythia Skin Care Studio,"428 Main St. South
Unit 4",Woodbury,CT,,860-365-1500,forsythiaskincarestudio@gmail.com,
SKIN by Michelle Wynne,"2677 S Tamiami Tr
Suite 5
(Inside of Siesta Wellness Institute)",Sarasota,Florida,,,,www.wynneskin.com
Aesthetic Studio,"4475 US HWY 1 South 
Suite 401",Saint Augustine,FL,,844-817-6956,info@aestheticstudio.us,AestheticStudio.us
ZOE LIFE SPA AND SALON AND WELLNESS CENTER,"6452 Millennium Drive
Suite 170",Lansing,Michigan,,517-323-4331,spa@zoelifespasalon.com,zoelifespasalon.com
Shine and Glow Co,15501 McMullen Hwy SW,Cumberland,MD,,(240) 362-7441,,shineandglowco.com/
Exhaal Wellness Spa,"4280 Blue Diamond Road, Suite 101-B",Las Vegas,Nevada,,(702) 531-3223,Spa@Exhaal.com,www.exhaal.com
FB Skin & Wellness,"501 Centre Street
Suite 114",Fernandina Beach,Florida,,,,
Beauty Dr Tara's Medspa,97 Main St.,East Rockaway,New York,,5164009897,,
La Piel Aesthetics,7821 Russell Rd,Indian Trail,NC,,6304603750,jendelato@gmail.com,
Infinity Massage and Spa,"1011 Office Park Road
Suite 4",West Des Moines,IA,,515-471-5074,addie@infinitymassageandspa.com,www.infinitymassageandspa.com
Skin Witch Studio,"831 Rock Creek Church Rd NW, Unit A",Washington,DC,,(713) 492-7759,yourskinwitch555@gmail.com,www.skinwitchstudio.com/home
Canaan Valley Spa and Wellness Center,30 Aster Lane,Davis,WV,,304-704-6776,,canaanvalleyspawv.com
Opulence Esthetics,125 S Washington St,Delphi,IN,,765-421-7849,opulence.esthetics25@gmail.com,
Eleventh Element Relaxation Spa,17 Gateway Shopping Center,Edwardsville,PA,,(570) 338-2610,info@eleventhelement.com,www.eleventhelement.com
Ree.skincare,117 E. Main Street,Merrimac,Massachusetts,,978-973–2809,amsginn@gmail.com,
Jean Folchi Esthetics,11919 Montgomery Road,Cincinnati,Ohio,,(513) 309-2828,jnfolchi@gmail.com,Jeanfolchiesthetics.glossgenius.com
AGELISS Aesthetics-Med Spa,"131 Oriskany Blvd, Suite 10E",Whitesboro,NY,,,,
Waxing Moon Beauty llc,3001 e Highway 199,Springtown,Texas,,(435) 401-0392,817wmbeauty@gmail.com,Moonwax.glossgenius.com
Skin Renewed Esthetics,,Mandeville,Louisiana,,(985) 789-9515,skinrenewedesthetics@gmail.com,SkinRenewedEsthetics.glossgenius.com
Alinea Esthetic,18301 FM 270 suite 17,Houston,Texas,,(832) 738-7910,alineaesthetics25@gmail.com,alineaesthetics.com
Jessie The Estie,1033 Shine Ave,Myrtle Beach,South Carolina,,(240) 412-5553,jesstheestie@gmail.com,https://jessietheestie.com/book
"Graceful Glo, LLC - Facial Studio",984 Wayne Road - Suite D Inside Jersey Roots Salon,Savannah,Tennessee,,(731) 607-7872,gracefulglo.skintherapy@gmail.com,https://pocketsuite.io/book/gracefulglo
By B. Studio | Framingham Esthetics,,Framingham,Massachusetts,,(508) 969-6943,by.brunastudio@gmail.com,https://bybstudio.glossgenius.com/
Serenity Skin Lounge,1500 Almonesson Rd Space 26 Suite 405,Deptford,New Jersey,,(640) 600-9220,serenityskinlounge@gmail.com,https://serenityskinlounge.glossgenius.com/
The Natural ER,,Anniston,Alabama,,2564030773,thenaturaler@gmail.com,www.thenaturaler.com
Complexion Skin Studio & Spa,,Temple,Texas,,(254) 244-2450,info@complexionsskinstudio.com,www.complexions-spa.com
Rosa Rodrigues Esthetics Med Spa,13601 Preston RD. Suite W950,Dallas,Texas,,(972) 898-8751,rosarodriguesesthetics@gmail.com,https://rosarodriguesesthetics.com/
Skin By Keziah,,Bismarck,North Dakota,,(701) 202-6548,keziah.simon@yahoo.com,https://book.squareup.com/appointments/n1gell0305b3qw/location/LW785BAMFH99V/services?fbclid=IwY2xjawNKa-lleHRuA2FlbQIxMABicmlkETFsb3ZVeUdaTWg2cDhaZU9CAR4cAIHBgK982wYLsIxCgkX4Q-HAPKGgPKhOFJfM1HkQMtUja0yyFEgWWbgd2w_aem_RWb7ntOS_ffpxyxTOdFoSg
Skin by Ashley Kellogg,1508 Madison St Suite 17,Clarksville,Tennessee,,(931) 561-9078,Burchetta@yahoo.com,Skinbyashleykellogg.glossgenius.com
Studio 444 Massage & Skincare,7552 Navarre Parkway suite 36,Navarre,Florida,,(850) 684-5444,studio444nikki@gmail.com,www.The444Studio.com
Bare Beauty 903,516 N Fredonia Street,Longview,Texas,,(903) 452-4123,barebeauty903@gmail.com,Vagaro.com/barebeauty903
Mira J's Face & Body Wellness Spa,3420 Roberts Cut Off Road,Fort Worth,Texas,,(682) 410-2472,mirajsfab@hotmail.com,www.vagaro.com/mirajsfabwellnessspa
ButterflyKissed Beauty Bar,3516 S Live Oak Dr Unit F,Moncks Corner,South Carolina,,(843) 607-4660,butterflykissedbeautybar@gmail.com,ButterflyKissedBeautyBar.com
Radiant Glow by Whit,North Ave Salon,Fort Thomas,Kentucky,,(859) 750-0276,whitneylankford22@gmail.com,https://radiant-skin-by-whit.square.site/
Lotus Skin Care,426 5th Ave. NW Suite #3,Aberdeen,South Dakota,,(605) 228-0343,beautyck10@gmail.com,lotus-skincare.com
Rooted ritual skincare,"909 S Coast Hwy, Ste C",Oceanside,California,,(760) 458-7711,kiaracardoza2@gmail.com,https://kiaracardoza.glossgenius.com/
"Jeanene Mozden LMT, LE",140 W. River Street suite 10,Cadillac,Michigan,,(231) 878-4463,jeanene_reece@yahoo.com,Www.michiganimassage.com
LUXE LEVEL A,,Sunrise,Florida,,(561) 969-8178,luxelevela@gmail.com,http://luxelevela.as.me/
SKIN & SOMA,133 Great Road  Suite 202,Bedford,Massachusetts,,(617) 837-2620,skinandsoma@gmail.com,www.skinsoma.com
Complexions By Lisa,3964 Goodman Rd E. STE 122 (Suite 102),Southaven,Mississippi,,(731) 225-0707,lisa.esthetics2024@gmail.com,Complexionsbylisa.glossgenius.com
Soul Anchor Therapeutics & Esthetics,,Walden,New York,,(845) 420-0329,jamieveselyesthetics@gmail.com,https://mysite.vagaro.com/soulanchor
The Skintechnician,9710 W Happy Valley Road  Suite #2,Peoria,Arizona,,(623) 414-6592,theskintechnicianaz@gmail.com,https://theskintechnicianaz.com/
Sunrise Esthetics LLC,624 W International Airport Rd,Anchorage,Alaska,,,sunriseestheticsllc@gmail.com,https://www.sunriseesthetics.com/
Sabaoth Massage and Spa,8530 FM 1960 Rd E Suite 104,Humble,Texas,,(346) 574-5772,info@sabaothmassageandspa.com,Www.sabaothmassageandspa.com
Lavish Love Aesthetics,2750 E Southlake Blvd Unit 180 Suite 109,Southlake,Texas,,(817) 601-7072,lavishloveaesthetics.info@gmail.com,https://lavishloveaesthetics.glossgenius.com/
Tarynâ€™s Esthetics,,Kearney,Nebraska,,(308) 224-0178,tarynsesthetics@gmail.com,
Lilace Beauty,97 Hilltop Village Center Drive Suite 107,Eureka,Missouri,,,laci.esthetics@gmail.com,lacirothllc.glossgenius.com
28 Skincare,299 w foothill blvd  Suite 202,Upland,California,,(909) 660-6382,info@28skincare.com,https://brandicepondexter.glossgenius.com/
Vow to Glow,,Chesapeake,Virginia,,(757) 447-7051,vowtoglow@gmail.com,vowtoglow.glossgenius.com
Revive Beauty,2938 Limited Ln NW STE B3,Olympia,Washington,,(360) 470-2805,revivebeautyolympia@gmail.com,Www.revivebeautyolympia.com
BeautyByBri315,6221 NY-31 31 Suite 105b,Cicero,New York,,(315) 898-4048,beautybybri0315@gmail.com,https://beautybybri315.glossgenius.com/
PureSkin Esthetics,1624 Davie Ave,Statesville,North Carolina,,(910) 612-0034,mack@pskinesthetics.com,pskinesthetics.glossgenius.com
HD Esthetics,43 St Rt 534,Hickory,Kentucky,,(270) 705-1550,dunevantphotography@gmail.com,Hmdesthetics.glossgenius.com
Bear Moon Waxing & Skincare,45 S. French Broad Avenue,Asheville,North Carolina,,(828) 380-0468,bearmoonwaxing@gmail.com,bearmoonwaxing.com
Beauty Marks Esthetics,20 Gleaves Rd,Plymouth,North Carolina,,(252) 217-6438,info@beautymarksesthetics.com,WWW.BeautyMarksEsthetics.com
Blush Skin Aesthetics,1710 FM 1431,Marble Falls,Texas,,(830) 613-0717,blushskinaestheticstx@gmail.com,BlushSkinAesthetics.com
Golden Esthetics,1955 N 63rd Dr,Kansas City,Kansas,,(913) 645-1826,goldenestheticskc@yahoo.com,https://golden-esthetics.square.site/
Stels Beauty Wellness and Med spa,,Niantic,Connecticut,,(860) 984-1618,stels@stels-beauty.com,www.stels-beauty.com
Tocar Spa (Ericka Wilcox),10630 Little Patuxent Parkway Suite 128,Columbia,Maryland,,,RestWithEricka@gmail.com,Tocarspa.com
SS SKIN STUDIO,60 Houston Drive,Thousand Oaks,California,,(805) 279-7969,stacy@ssskinstudio.com,www.ssskinstudio.com/booking
ReNew You Skin Care,109 Terrace Mountain Rd.,Schoharie,New York,,(518) 859-3988,chalado412@hotmail.com,https://renew-you-studio.square.site/
Peace Oasis Spa,1 Chick Springs rd #210B,Greenville,South Carolina,,(864) 881-1142,peaceoasis864@gmail.com,PeaceOasisSpa.com
Blissful Moments by Kat,765 Historic Route 66 Suite G,Glendora,California,,(626) 624-2247,katherinediax.2@gmail.com,https://blissfulmomentsbykat.comb.works/
Beautee Therapy,,Long Beach,California,,(310) 292-8604,Beauteetherapy@gmail.com,https://beauteetherapy.glossgenius.com/services
Bridget Wilson Skin,10810 Paramount  Suite 102,Downey,California,,(562) 412-7710,be.roberts7@gmail.com,https://bridgetwilsonskin.glossgenius.com
JC Aesthetics,1120 Starview Dr. Suite 4,Hinton,Iowa,,(712) 899-3076,jules042004@gmail.com,https://thehairshoppe.glossgenius.com/
GET RED WITH ME,,Hayward,California,,(510) 875-4256,ynnareddelrosario@gmail.com,Www.vagaro.com/getredwithme
Sculpt Beauty Maryland,9520 Berger road Suite 203,Columbia,Maryland,,(443) 518-8618,trishamusara@yahoo.com,www.sculptbeautymaryland.com
BodyGLOW Aesthetics,101 W Edison Avenue Suite 258,Appleton,Wisconsin,,(920) 234-5800,nfo@bodyglow.studio,https://bodyglowstudio.glossgenius.com/
Enchanted Beauty LLC,2600 E Seltice Way,Post Falls,Idaho,,(208) 691-3281,enchantedbeautyllc@outlook.com,https://enchantedbeautyllc.square.site/
Luisa Lempe Aesthetics,75 S Riverside Ave. Suite E,Croton On Hudson,New York,,,luisalempeaesthetics@gmail.com,www.luisalempe.com
The Serenity Scene,,Luck,Wisconsin,,(651) 329-1587,theserenityscene01@gmail.com,
Whitley Erin Aesthetics,328 South High St. The Red Berry Salon,McMinnville,Tennessee,,(931) 259-9832,whitleyerinaesthetics@gmail.com,https://whitleyerinaesthetics.square.site/
Sunshine                                                        Esthetics,5344 N Broadway Street Suite 103,"Knoxville, TN",Tennessee,,(865) 236-1877,sunshineesthetics2025@gmail.com,https://pocketsuite.io/book/sunshine-esthetics?channel=suitelink
Haus of FIDI,473 N Pace Blvd,Pensacola,Florida,,(850) 542-4320,hello@hausoffidi.com,www.hausoffidi.com
KADO Aesthetics,"7401 N Federal Hwy Suite A-7, #114, Boca Raton, FL 33487",Boca Raton,Florida,,(561) 825-9077,katya.esthetician@gmail.com,https://mysite.vagaro.com/kadoaesthetics/home
Kiss My Lash Xo LLC,2808 Windguard circle suite 101,wesley chapel,Florida,,(813) 803-8712,kissmylashxollc@gmail.com,kissmylashxollc.glossgenius.com
Infinit Beauty,8501 East Market St Suite B,Warren,Ohio,,(330) 565-7399,infinitxbeauty@gmail.com,Infinit-beauty.com
There She Glows Studio,926 Rt 73 N Suite 27,Marlton,New Jersey,,(718) 490-1151,Theresheglowsstudio@gmail.com,Www.vagaro.com/theresheglowsstudio
Bare Naked Beauty,,Roseville,California,,(619) 862-8174,sarakelly503@gmail.com,Barenakedbeauty.glossgenius.com
Platinum Cosmetics,111 1ST ST NE,Little Falls,Minnesota,,(320) 639-1230,platinumcosmeticsmn@gmail.com,www.platinumcosmeticsmn.com
CRH Skin Studio,712 Adams St,Carmel,Indiana,,(317) 397-7364,chloehurst0007@gmail.com,Www.crhskinstudio.com
Balanced Skincare and Massage,6011 Durand Avenue Suite 300,Mount Pleasant,Wisconsin,,(262) 488-3222,sarahdlmt@yahoo.com,
Wild Within Skincare,431 Main St,Lander,Wyoming,,(307) 201-7473,brenna@risehealthwy.com,https://www.risehealthwy.com/wildwithin
Wax Me Studio,2255 Randall Rd Suite 20,Carpentersville,Illinois,,(847) 620-9502,alexis.waxmestudio@gmail.com,Waxmestudio.square.site
Solbirde Collective,29473 Vines Creek Rd Unit #101,Dagsboro,Delaware,,(443) 299-2214,mollyschlecker@gmail.com,solbirde.glossgenius.com/services
Bellatas Medical Aesthetics,28 Clinton St Suite 1B,Saratoga Springs,New York,,(518) 306-6197,info@bellatasmedspa.com,www.bellatasmedspa.com
Dawn Apothecary Esthetics & Skincare,506 Osigian Blvd STE 2,Warner Robins,Georgia,,(470) 839-6459,dawnapothecary@gmail.com,https://daes.glossgenius.com/
Glow 'N Go Esthetics,1430 W Ustick Rd suit #130,Meridian,Idaho,,(208) 709-0229,warrior.0f.life.2@gmail.com,Mariposa-day-spa.square.site
Honey House Beauty,374 Boston Street,Topsfield,Massachusetts,,(978) 810-5777,kj.terzakis@gmail.com,www.honeyhousebeauty.com
MERMAIDS MANE BEAUTY BAR,90773 Old Hwy 6,Tavernier,Florida,,(305) 224-8637,gwendolynboggess@gmail.com,https://my-site-109550-108674.square.site
Cristal Skin Persuasion,750 Coronado Center Dr. Building 100,Henderson,Nevada,,(720) 935-6066,cskinpersuasion@outlook.com,cristal-skin-persuasion.square.site
Katie Jean Esthetics,1665 Hartford Ave  #6,Johnston,Rhode Island,,(401) 764-4140,katiejeanesthetics@gmail.com,Katiejeanesthetics.square.site
Timeless Glow Aesthetics LLC,3813 22nd ave,Kenosha,Wisconsin,,(262) 344-9972,alyssamspa@icloud.com,
PureBeautyByTeiara,100 E linton Blvd 413B,Delray Beach,Florida,,(561) 774-3319,Purebeautybyteiara@gmail.com,https://l.instagram.com/?u=https%3A%2F%2Fpurebeautybyteiara.glossgenius.com%2F%3Ffbclid%3DPAZXh0bgNhZW0CMTEAAacOg0IdVBFhuIYc8k2o6smgCgBKzotFfN-VBosQHwfdZ41r38DUhnuYTnaxeg_aem_OTOiLVjz4gGjjeQUn0m-tQ&e=AT0RPJwuSna96B5AFjdwWMPqkHd0WgAo0ZTdLoNTMxEXIujnvyQ-Ay36o_j9M_AMhAyqkb_U5txMv-4tNUml6bZOGxHcJxhMpkYh6jSFqjtCFtnU-LWshETMUg
Sculpted Looks,,Hernando,Mississippi,,(662) 712-5003,sculptedlooks25@gmail.com,Sculptedbyleila.glossgenius.com
Skinterra Aesthetics & Wellness,660 TX-105 West Suite D,Sour Lake,Texas,,(409) 658-3551,skinterra.studio@gmail.com,https://skinterra.glossgenius.com/
AnomalÃ­a Society,"2414 Marsh Ln, Unit 105",Carrollton,Texas,,(469) 463-4393,jocelynr0513@gmail.com,https://dashboard.boulevard.io/booking/businesses/35054cd1-b26d-456e-a560-98753b8d353c/widget?path=%2Fcart%2Fmenu%2FFACIALS%2520%25F0%259F%25AB%25A7&locationId=bf2713cd-963d-4857-82b2-b16e476353f9&visitType=SELF_VISIT
"Skin by Linss LLC, dba Eclectic Beauty Esthetics",421 Walnut Blvd,Rochester,Michigan,,(586) 212-2827,skinbylinss@gmail.com,www.eclecticbeautyesthetics.com
Iconic Skin LLC,3813 RT 9 North  Suite 102,Old Bridge,New Jersey,,(732) 567-8218,laurakirchner@hotmail.com,Iconic-skin-LLC.square.site.
Serene Skin Studio,10200 eastern shore blvd suite 11,Spanish fort,Alabama,,(251) 599-0198,bmcdaniel140@aim.com,https://sereneskinstudio1.glossgenius.com/?
NURSKYN & Spa,14010 US 183 Suite 416,Austin,Texas,,(512) 693-9338,nurskynspa@gmail.com,www.vagaro.com/nurskynandspa
Knead to Glow,7 Cummings Lane suite 101A,Highland,New York,,1 (844) 548-8822,kneadtoglow@gmail.com,www.vagaro.com/kneadtoglow
Total Image Salon,7145 Watt ave,North Highlands,California,,(916) 827-8993,natna777@gmail.com,https://www.instagram.com/dr.cosmetolog.natali?igsh=MzRlODBiNWFlZA==
Skin Harmony by Hannah,8324 Bell Creek Rd,Mechanicsville,Virginia,,(804) 506-6030,skinharmonyhannah@gmail.com,https://www.vagaro.com/skinharmonybyhannahllc
Naked Nine Beauty,,Fresno,California,,(559) 203-4771,nakedninebeauty@icloud.com,nakedninebeauty.com
Sacred Glow by Chrissy Marie Esthetics,271 Bedford St Suite 1,Lakeville,Massachusetts,,(866) 913-8593,sacredglowbychrissy@gmail.com,Chrissymarieesthetics.skincaretherapy.net
Bellissima Skin,1825 Rt 35  UNIT 19,Wall Township,New Jersey,,(848) 226-8265,info@bellisssimaskinspa.com,https://bellissimaskinspa.com/
Studio 1745,48 Dietz St Suite F,Oneonta,New York,,,Info@studio1745.com,https://booking.mangomint.com/studio1745?staffId=1
Honeycomb Esthetics,7275 W. 88th Ave,Westminster,Colorado,,(303) 519-8659,honeycombesti@gmail.com,honeycombesthetics.glossgenius.com
Timeless Beauty by Stefanie,,Sarasota,Florida,,(941) 328-2408,stefanie0376@hotmail.com,https://www.instagram.com/timelessbeauty_bystefanie?igsh=OHZrOWZsejh2dHh0&utm_source=qr
Hands of a Healer - Therapeutic Massage & Bodywork,,Clemmons,North Carolina,,,handsofahealer.nc@gmail.com,https://www.handsofahealerwsnc.com/
Blissful Touch Studio,1117 S Milwaukee Ave A13,Libertyville,Illinois,,(224) 433-6583,blissfultouchstudioil@gmail.com,Www.blissfultouchstudio.com
Narcisso Beauty & Wellness Spa Suite,1314 North Main St,Marion,South Carolina,,(843) 874-0154,narcissobeautywellness@gmail.com,www.narcissobewell.com
Arcane Glow Esthetics,5302 NC Highway 55 Suite 102 F,Durham,North Carolina,,(919) 307-9901,arcaneglowesthetics@gmail.com,www.Arcaneglow.glossgenius.com
Isla Esthetics,221 West Railroad Ave Suite G,Shelton,Washington,,(360) 200-0799,hello@islaesthetics.com,http://islaesthetics.com
SkinSense By Alyssa,10393 Ford Ave,Richmond Hill,Georgia,,(912) 312-6263,Skinsensega@gmail.com,Skinsensebyalyssa.glossgenius.com
Amaryllis Aesthetics,2435 Northview Stret,Hernando,Mississippi,,(901) 515-7943,lindseygracem1@gmail.com,https://amaryllisaesthetics.glossgenius.com/
Vibestheticz,,Austin,Texas,,(737) 232-4154,brianna@vibestheticz.com,https://vibestheticz.glossgenius.com/
Local Euphoria L.L.C,185 E Van Buren  STE I,Eureka springs,Arkansas,,(479) 553-9494,Localeuphoria1@gmail.com,Localeuphoria.comb.works
Eyes on me Spa and Wellness,387 Greens Rd.,Houston,Texas,,(832) 445-8133,eboninjackson@gmail.com,eye-on-me.com
"P31 Lash & Glow, LLC",282 Flowers Pridgen Rd,Whiteville,North Carolina,,(910) 234-7853,ilook2uhs@gmail.com,https://mysite.vagaro.com/p31lashandglowllc/p31-lash-n-glow-llc
"Gentlemen and Fashionistas, LLC",,East Greenwich,Rhode Island,,(401) 542-9654,gentlemenandfashionistas@gmail.com,Breenista.glossgenius.com
"A&G Studio,LLC.",15999 W 12 Mile Rd #104,Southfield,Michigan,,(855) 627-3078,angstudiollc@gmail.com,https://pocketsuite.io/book/angstudiollc
Xochiq Skincare,1852 Lockhill Selma Rd #104,San Antonio,Texas,,(210) 974-9241,xochiqskincare@gmail.com,https://xochiqskincare.glossgenius.com/
Studio J,804 Campbell st,Warner,Oklahoma,,(918) 617-0871,jordyn.shipley@icloud.com,http://thereddoor.glossgenius.com/
Vays Beauty,,Waldorf,Maryland,,,info@vaysbeauty.com,www.vaysbeauty.com
Skin Junkee,133 Main Street  G,North Reading,Massachusetts,,(339) 221-0234,Skin.Junkee@gmail.com,SkinJunkee.GlossGenius.com
Renovatio Esthetics,904 copperfield blvd,Concord,North Carolina,,(813) 541-2677,radiantskinbykellyw@gmail.com,Renovatioesthetics.com  Kellywong.glossgenius.com
Cinnamon & Sage,161 W Haley Springs STE 102C,Bozeman,Montana,,(406) 209-8375,cinnamonklein@gmail.com,https://www.cinnamonandsage.com/
Stephs A1 Beauty Bar LLC,8351 SW 39th Court,Davie,Florida,,(305) 803-3626,stephsa1beautybar@gmail.com,Stephsa1beautybar.as.me
"Skin Envy, LLC",302 W. White Oak Street,Leitchfield,Kentucky,,(270) 314-3365,skinenvy54@gmail.com,skinenvy.glossgenius.com
Relax & Restore Studio,237 Leatherman rd,Wadsworth,Ohio,,(330) 634-4379,wadsworthrandr@gmail.com,https://www.massagebook.com/therapists/wadsworth-ohio-relax-and-restore-studio
