store_name,address,city,state,zip_code,phone_number,email,website
Grossman Capraro Plastic Surgery,"8088 East Union Avenue, Suite 200",Denver,CO,80237,13037312143,epropst@beautifulme.com,{'url': 'https://grossmancapraroplasticsurgery.com/'}
Aere Aesthetics,"7400 E. Crestline Circle, Suite 130",Greenwood Village,CO,80111,13038343395,management@aere-aesthetics.com,{'url': 'https://aereaesthetics.com/'}
Restorative Injectables,6981 EAST BELLEVIEW AVENUE,DENVER,CO,80237,,taylor@restorativeinjectables.com,{'url': 'https://restorativeinjectables.com/'}
Blu Medical Aesthetics,8222 S Holly Street,Centennial,CO,80122,13038681417,blumedaesthetics@gmail.com,{'url': 'https://www.blumedaesthetics.com/'}
Dewskin,"2121 S. Oneida Street, Suite 626",Denver,CO,80224,13035130807,Leah@dewskindenver.com,{'url': 'https://www.dewskindenver.com/'}
Shauna Gillespie,"9567 S. University Blvd, Suite 100",Highlands Ranch,CO,80126,17207718807,lacremeboutique@gmail.com,
Grossman Capraro Plastic Surgery,"4600 Hale Parkway, Suite 100",Denver,CO,80220,13037312143,epropst@beautifulme.com,{'url': 'https://grossmancapraroplasticsurgery.com/'}
Gleam Medical Spa,"300 South Jackson St, Suite 100",Denver,CO,80209,13039744290,brianna@gleammedspa.com,{'url': 'https://gleammedspa.com/'}
Purity Skin Studio,32 Springer Drive,Highlands Ranch,CO,80129,17206393971,afreshface@purityskinstudio.com,{'url': 'https://purityskinstudio.com/'}
Jack Zamora MD Cosmetic Surgery and Aesthetics,2717 E. 3rd Avenue,Denver,CO,80206,13037807377,hello@jackzamoramd.com,{'url': 'https://www.jackzamoramd.com/'}
Colorado Skin Care,"3701 S Clarkson St, Ste 320",Englewood,CO,80113,13037404883,grace.newland@coskincare.com,{'url': 'http://www.coskincare.com'}
Higgy Skin,"1705 S Pearl St, Suite 6",Denver,CO,80210,16152948990,justskinjess@gmail.com,{'url': 'https://higgyskin.com/'}
Schmitz Aesthetics,"333 W Hampden Ave, Suite 610",Englewood,CO,80110,14178447995,schmitzaesthetics@gmail.com,{'url': 'https://www.schmitzaesthetics.com/'}
Hannah Louise Skincare,1035 S. Washington St.,Bismarck,ND,58504,17013212484,hannahlouisebitz@gmail.com,
McCracken Eye and Face Institute,"10465 Park Meadows Drive, Suite 105",Lonetree,CO,80124,17207293988,LHaigh@mccrackenmd.com,{'url': 'https://mccrackenmd.com/'}
Sorella Med Spa,"9896 Rosemont Ave, Unit 102",Lonetree,CO,80124,17202182182,neekkers@aol.com,{'url': 'https://www.dolledupdenver.com/'}
The Longevity Lab - Aesthetics & Wellness,"8400 E Prentice Ave, Suite 750",GREENWOOD VILLAGE,CO,80111,17204565708,candace@longevitylabwellness.com,{'url': 'https://longevitylabwellness.com/'}
SKIN at the Institute of Facial Surgery,"2331 Tyler Parkway, Suite 4",Bismarck,ND,58503,17012554000,amy@instituteoffacialsurgery.biz,{'url': 'http://www.beautyisinthei.com/skin/'}
Beauty Refined,"8000 E Prentice Avenue, Unit B-14",Englewood,CO,80111,13039578200,beautyrefinedco@gmail.com,{'url': 'https://beautyrefined.co/'}
Amazin Aesthetics,"8100 E. Union Ave, #1512",Denver,CO,80237,13039315226,amazinaesthetics@gmail.com,{'url': 'https://amazinaesthetics.com/'}
Grossman Capraro Plastic Surgery,"8088 East Union Avenue, Suite 200",Denver,CO,80237,13037312143,epropst@beautifulme.com,{'url': 'https://grossmancapraroplasticsurgery.com/'}
Aere Aesthetics,"7400 E. Crestline Circle, Suite 130",Greenwood Village,CO,80111,13038343395,management@aere-aesthetics.com,{'url': 'https://aereaesthetics.com/'}
Restorative Injectables,6981 EAST BELLEVIEW AVENUE,DENVER,CO,80237,,taylor@restorativeinjectables.com,{'url': 'https://restorativeinjectables.com/'}
Blu Medical Aesthetics,8222 S Holly Street,Centennial,CO,80122,13038681417,blumedaesthetics@gmail.com,{'url': 'https://www.blumedaesthetics.com/'}
Dewskin,"2121 S. Oneida Street, Suite 626",Denver,CO,80224,13035130807,Leah@dewskindenver.com,{'url': 'https://www.dewskindenver.com/'}
Shauna Gillespie,"9567 S. University Blvd, Suite 100",Highlands Ranch,CO,80126,17207718807,lacremeboutique@gmail.com,
Grossman Capraro Plastic Surgery,"4600 Hale Parkway, Suite 100",Denver,CO,80220,13037312143,epropst@beautifulme.com,{'url': 'https://grossmancapraroplasticsurgery.com/'}
Gleam Medical Spa,"300 South Jackson St, Suite 100",Denver,CO,80209,13039744290,brianna@gleammedspa.com,{'url': 'https://gleammedspa.com/'}
Purity Skin Studio,32 Springer Drive,Highlands Ranch,CO,80129,17206393971,afreshface@purityskinstudio.com,{'url': 'https://purityskinstudio.com/'}
Jack Zamora MD Cosmetic Surgery and Aesthetics,2717 E. 3rd Avenue,Denver,CO,80206,13037807377,hello@jackzamoramd.com,{'url': 'https://www.jackzamoramd.com/'}
Colorado Skin Care,"3701 S Clarkson St, Ste 320",Englewood,CO,80113,13037404883,grace.newland@coskincare.com,{'url': 'http://www.coskincare.com'}
Higgy Skin,"1705 S Pearl St, Suite 6",Denver,CO,80210,16152948990,justskinjess@gmail.com,{'url': 'https://higgyskin.com/'}
Schmitz Aesthetics,"333 W Hampden Ave, Suite 610",Englewood,CO,80110,14178447995,schmitzaesthetics@gmail.com,{'url': 'https://www.schmitzaesthetics.com/'}
Sesen Skin Body Wellness,1220 E 17TH AVE,DENVER,CO,80218,17204432715,stacy@sesenskinbodywellness.com,{'url': 'https://sesenskinbodywellness.com/'}
Skin by Nari,"3405 N Downing Street, Unit B",Denver,CO,80205,17204329589,skinbynari@gmail.com,{'url': 'https://www.skinbynari.com/'}
Eleven11 Laser + Skincare,"3195 Blake Street, Suite 102",Denver,CO,80205,17205564505,katie@eleven11medicalspa.com,{'url': 'https://eleven11spa.com/'}
Cherry Medical Aesthetics,"2200 W. 29th Avenue, Suite 102",Denver,CO,80211,17204798793,reception@cherrymedispa.com,{'url': 'https://cherrymedispa.com/'}
Injector 5280,2435 W. 44th Avenue,Denver,CO,80211,13038010041,april@injector5280.com,{'url': 'https://www.injector5280.com/'}
Original Glam Beauty + IV Lounge,"4635 W. Colfax Avenue, Suite 120",Denver,CO,80204,17203131056,jackie@originalglamdenver.com,{'url': 'https://www.vagaro.com/originalglamdenver'}
Bloom Medical Aesthetics,"13825 West 85th Drive, Ste 220",Arvada,CO,80005,17205550675,info@aestheticsbybloom.com,{'url': 'https://www.aestheticsbybloom.com/'}
AgeLess Medical,6228 Yellowstone Road,Cheyenne,WY,82009,13072562385,info@agelessmedical307.com,{'url': 'https://www.agelessmedical307.com/'}
Rinnova,"2600 30th Street, Suite 100",Boulder,CO,80301,13039749437,ida@rinnovaskinandbody.com,{'url': 'https://www.rinnovaskinandbody.com/'}
Jordan Macall Skincare,"4273 Montgomery Blvd NE, Suite K-200",Albuquerque,NM,87109,15055083046,jordanmacallskincare@gmail.com,{'url': 'https://www.jordanmacallskincare.com/'}
Vail Skin And Lashes,"30 Benchmark Road, Suite G2",Avon,CO,81620,19703677226,info@vailskinandlashes.com,{'url': 'https://vailskinandlashes.com/'}
Shades of Blush,"145 E. Sunset Road, Suite B100",El Paso,TX,79912,19156005030,shadesofblushskin@gmail.com,{'url': 'https://www.shadesofblushskin.com/'}
Sunday Skin Aesthetics,311 Main Street,Williston,ND,58801,17015709934,tiahrigby3@gmail.com,
Element Skin Therapy,"411 24th St. W, Suite 113",Billings,MT,59102,14062087822,kialyiverson@gmail.com,{'url': 'https://www.elementskintherapy.com/'}
Top Deck Medical Aesthetics,"3133 Central Avenue, Suite 1",Billings,MT,59102,14064905220,topdeckmontana@gmail.com,{'url': 'https://www.topdeckmt.com/'}
Tula Wellness,"3170 N Swan Rd, #110",Tucson,AZ,85712,15205771129,admin@tulawellnessmd.com,{'url': 'http://www.tulawellnessmd.com'}
Junto Skin & Laser,"1515 E Cedar Ave, Suite C-2",Flagstaff,AZ,86004,19282555440,amy@juntoskinandlaser.com,{'url': 'http://www.flagstaffskinsolutions.com'}
Evergreen Aesthetics,"180 Center Street, Suite 10",Jackson,WY,83001,13074132573,wyomingbeautynurse@gmail.com,
Signature Plastic Surgery,260 N Millward St,Jackson,WY,83001,13076993115,aspeninjackson@gmail.com,{'url': 'https://signatureplasticsurgeryjh.com/'}
The Dermatology House,"1922 Prospector Avenue, Ste 104",Park City,UT,84060,14356021918,kelly@thedermatologyhouse.com,{'url': 'http://www.thedermatologyhouse.com'}
Vyla Aesthetics,"1821 Sidewinder Dr, Suite 4",Park City,UT,84060,14065528790,amandaklatt@vylaaesthetics.com,{'url': 'https://www.vylaaesthetics.com/'}
Cocoon Skin Renewal Center,"1816 PROSPECTOR AVENUE, SUITE 200",PARK CITY,UT,84060,14356596966,cocoonparkcity@gmail.com,
Center for Aesthetics,"3465 N Pines Way, Suite 101",Wilson,WY,83014,13074590664,thecenterforaesthetics@gmail.com,{'url': 'http://thecenterforaesthetics.com'}
MD Plastic Surgery,"1242 CENTER DRIVE, SUITE 5",PARK CITY,UT,84098,,accounting@gawleyplasticsurgery.com,{'url': 'http://www.mdskinlounge.com'}
SkinBoss,"3685 N 100 E, Suite A",Provo,UT,84604,18019609396,operations@skinboss.care,{'url': 'https://skinboss.care/'}
Clover Skin,"135 South State Street, Suite 19",Lindon,UT,84042,16024991021,cloverskinbar@gmail.com,{'url': 'https://cloverskin.square.site/'}
Aesthetica Medical Spa,385 West 600 North,Lindon,UT,84042,18017858884,admin@aesthetica.com,{'url': 'http://www.aesthetica.com'}
Revive at The Parlor,"9115 E Baseline Rd, Suite C103",Mesa,AZ,85209,14806607357,skinbar.revive@gmail.com,{'url': 'https://www.reviveskinbar.com/'}
Skin and Cancer Center of Arizona,"21321 E Ocotillo Rd, Suite 124",Queen Creek,AZ,85142,14808997546,DANIELLE.CUDE@SCCOFAZ.COM,{'url': 'http://skinandcancercenterofarizona.com/'}
Aesthetica Medical Spa,"1865 West Pleasant Grove Blvd, Suite A",Pleasant Grove,UT,84062,18017858884,admin@aesthetica.com,{'url': 'http://www.aesthetica.com'}
Skin and Cancer Center of Arizona,"21321 E Ocotillo Rd, Suite 124",Queen Creek,AZ,85142,14808997546,DANIELLE.CUDE@SCCOFAZ.COM,{'url': 'http://skinandcancercenterofarizona.com/'}
Aesthetica Medical Spa,"1865 West Pleasant Grove Blvd, Suite A",Pleasant Grove,UT,84062,18017858884,admin@aesthetica.com,{'url': 'http://www.aesthetica.com'}
McAuley & Co Aesthetics,"6642 E Baseline Road, Suite 104",Mesa,AZ,85206,18333256644,hello@mcauleyco.com,{'url': 'https://mcauleyco.com/'}
Flourish Wellness,"888 S Greenfield Rd, Suite 104",Gilbert,AZ,85296,14807658795,alidaskintherapy@gmail.com,
Alani Skin MD,"3850 E Baseline Road, Suite 109",Mesa,AZ,85206,14809932218,kasey.jansen@alaniskinmd.com,{'url': 'https://alaniskinmd.com/'}
The Steele Vault,"4640 S. Holladay Village Plaza, Ste 101",Salt Lake City,UT,84117,18018789976,amy@thesteelevault.com,{'url': 'https://www.thesteelevault.com/'}
Advanced Plastic Surgery Institute,"1981 E. Bonanza Court, Ste 102",Gilbert,AZ,85297,14804667355,ashleed@surgeryinstitute.com,{'url': 'https://www.advancedplasticsurgeryinstitute.com/'}
Utah Facial Plastics,"723 East 12200 South, Suite 200",Draper,UT,84020,18017762220,mariah@utahfacialplastics.com,{'url': 'http://www.utahfacialplastics.com'}
Zynergy Skin & Medspa,"1910 S STAPLEY DRIVE, SUITE 127",MESA,AZ,85204,14803296325,sarita_belize@hotmail.com,{'url': 'https://www.zynergysalon.com/'}
Honor Aesthetics & Wellness,"3200 S Gilbert Road, Suite 116",Chandler,AZ,85286,14803729799,allie@honoraesthetics.com,{'url': 'https://www.honoraesthetics.com/'}
Arlani Integrative Medicine,"244 W Vine Street, Suite 232",Murray,UT,84107,14358490080,tayler@arlani.net,{'url': 'https://www.arlani.net/'}
Center for Aesthetics,"36600 N Pima Road, Suite 505",Carefree,AZ,85377,14804856667,thecenterforaesthetics@gmail.com,{'url': 'http://thecenterforaesthetics.com'}
Liv Aesthetics and Wellness,"10408 S 1055 W, Suite 202",South Jordan,UT,84095,18015597455,katie@liv-aesthetics.com,{'url': 'https://liv-aesthetics.com/'}
Clear Dermatology & Aesthetics Center,"8841 E. Bell Road, Ste 201",Scottsdale,AZ,85260,14803981550,kayt@cleardermatology.net,{'url': 'http://cleardermatology.net'}
Moderne Medical,"9180 E Desert Cove Ave, Ste 103",Scottsdale,AZ,85260,14804777726,support@modernemedical.com,{'url': 'http://www.modernemedical.com'}
DHH Med Spa,"9188 E San Salvador Drive, Ste 102",Scottsdale,AZ,85258,14803364195,info@deserthh.com,{'url': 'https://dhhmedspa.com/'}
Marc Malek Plastic Surgery,8994 E Desert Cove Avenue,Scottsdale,AZ,85260,14805512040,medspa@marcmalekmd.com,{'url': 'https://www.marcmalekmd.com/'}
Amethyst Skin Clinic,"1061 North Dobson Rd, 110 Suite 7",Mesa,AZ,85201,14806200735,amandahennen@outlook.com,{'url': 'https://amethystskinclinic.com/'}
Dr. Shaun Parson Plastic Surgery & Skin Center,"8901 E Mountain View Rd, Ste 118",Scottsdale,AZ,85258,14805717812,chelsea@drparson.com,{'url': 'http://www.drparson.com'}
Dermatology & Skin Surgery Specialists,"8415 N Pima Rd, Suite 212",Scottsdale,AZ,85258,14804346600,annewaltermd@gmail.com,{'url': 'http://www.skinspecialistsofaz.com/'}
Adam & Eve Medical Aesthetics,"31309 N Scottsdale Rd, Ste 100",Scottsdale,AZ,85266,14805756584,barbara@adamandevemedspa.com,{'url': 'http://www.adamandevemedspa.com'}
Institute of Aesthetics Beauty & Wellness,"8580 E Shea Boulevard, Ste 140",Scottsdale,AZ,85260,14808220766,info@instituteofaesthetics.com,{'url': 'http://www.instituteofaesthetics.com'}
PHX Aesthetics,"18750 N Hayden Rd, Suite 160 Loft 6",Scottsdale,AZ,85255,16024609992,info@phxaesthetics.com,{'url': 'https://www.phxaesthetics.com/'}
Taut Haute Skin Clinic,"8060 E Gelding Dr, Ste 101",Scottsdale,AZ,85260,14806799792,tauthaute@gmail.com,{'url': 'https://tauthaute.com/'}
The Comstock,"7300 N Via Paseo Del Sur, Suite 206",Scottsdale,AZ,85258,14808486688,info@thecomstock.com,{'url': 'https://thecomstock.com/'}
Skin and Cancer Center of Arizona,"10440 E. Riggs Roads, Suite 200",Sun Lakes,AZ,85248,14808997546,DANIELLE.CUDE@SCCOFAZ.COM,{'url': 'http://skinandcancercenterofarizona.com/'}
Skyler Soares Skin Clinic,"7077 E Bell Road, Suite 200 Room 104",Scottsdale,AZ,85254,18057048722,hello@skylersoares.com,{'url': 'http://www.skylersoares.com'}
Scottsdale Skin Boutique Aesthetics,"11333 N Scottsdale Road, Ste 115",Scottsdale,AZ,85254,14809981400,esmeralda@ssbderm.com,{'url': 'http://www.ssbderm.com'}
Rvyve,"10900 N Scottsdale Rd, Unit 303",Scottsdale,AZ,85254,14803566800,skincarechristine@gmail.com,{'url': 'https://www.vagaro.com/rvyve'}
ReVive Medical Aesthetics,"3301 N Miller Rd, Ste 160",Scottsdale,AZ,85251,14803507191,erin@revivemedaz.com,{'url': 'http://www.revivemedicalaesthetics.com/'}
The Perfect Dose,"6590 N Scottsdale Road, Suite 160",Paradise Valley,AZ,85253,14808230119,theperfectdoseaz@gmail.com,{'url': 'https://www.theperfectdose.net'}
Clear Dermatology & Aesthetics Center,"7125 E. Lincoln Drive, Suite A-101",Paradise Valley,AZ,85253,14803981550,kayt@cleardermatology.net,{'url': 'https://www.cleardermatology.net/'}
Stella Capri Wellness,7324 E 6th Ave,Scottsdale,AZ,85251,14802341208,candice@stellacapri.com,{'url': 'https://www.stellacapri.com/'}
Skin Beautiful,7325 E 6th Avenue,Scottsdale,AZ,85251,14806787670,laura@skinbeautifulaz.com,{'url': 'https://skinbeautifulaz.com/'}
Stephen Beals MD Skin & Laser Center,"5410 N Scottsdale Rd, Ste E300",Paradise Valley,AZ,85253,14809476788,cathy.burr@bealsmd.com,{'url': 'http://www.bealsmd.com'}
The Perfect Secret,"7301 E. 2nd St., Suite 200",Scottsdale,AZ,85251,14806478991,irenamielke@itstheperfectsecret.com,{'url': 'https://itstheperfectsecret.com/'}
Alani Skin MD,"7246 E First Street, Suite 102",Scottsdale,AZ,85251,14809932218,kasey.jansen@alaniskinmd.com,{'url': 'https://alaniskinmd.com/'}
DermaCrush,"5425 E Bell Rd, Ste 130",Scottsdale,AZ,85254,14805738777,marie@dermacrush.com,{'url': 'https://dermacrush.com/'}
Vibrant Skin Bar,"4325 E Indian School Rd, Suite 130",Phoenix,AZ,85018,14804222058,kaelyn@vibrantskin.com,{'url': 'https://vibrantskinbar.com/'}
Desert Dream Esthetics,"4417 N. 40th Street, Building 200",Phoenix,AZ,85018,14802995183,desertdreamesthetics@gmail.com,
Utah Facial Plastics,"2255 N 1700 W, Suite 200",Layton,UT,84041,18017762220,mariah@utahfacialplastics.com,{'url': 'http://www.utahfacialplastics.com'}
SkinFIT Aesthetics,13203 S 48th St,Phoenix,AZ,85044,14805185463,jena@skinfitaz.com,{'url': 'http://www.skinfitaz.com'}
Beauty by Janice Whitbey,3200 E Camelback Rd,Phoenix,AZ,85018,15592859428,janwhit05@gmail.com,
Define Beauty MedSpa,6020 N 16th St,Phoenix,AZ,85016,18157184190,definebeautymedspa@gmail.com,
Morph Aesthetics,"1440 E Missouri Avenue, Suite C-265",Phoenix,AZ,85014,16022997418,bhenderson@morphaesthetics.com,{'url': 'https://morphaesthetics.com/'}
Skin Fx,"1448 N 2000 W, Suite 11",Clinton,UT,84015,18016927295,desireesmith@skinfxutah.com,{'url': 'http://www.skinfxutah.com/'}
Royal Aesthetics & Injectables,"609 E Oregon Ave, Suite 100",Phoenix,AZ,85012,16027305767,deborah@royalaestheticsaz.com,{'url': 'https://royalaestheticsaz.com/'}
Wilson Aesthetics Beauty & Wellness,"8196 E Florentine Rd, Ste B",Prescott Valley,AZ,86314,19283505484,aymee@wilsonaestheticsaz.com,{'url': 'http://wilsonaestheticsaz.com/'}
Beauty Secrets,"8510 W. Deer Valley Road, Ste 100",Peoria,AZ,85382,16236802818,heathersbeautysecrets@gmail.com,{'url': 'https://www.beautysecretscollective.com/'}
Alani Skin MD,"4110 N 108th Avenue, Suite 102",Phoenix,AZ,85037,14809932218,kasey.jansen@alaniskinmd.com,{'url': 'https://alaniskinmd.com/'}
El Centro Dermatology,1334 N Imperial Avenue,El Centro,CA,92243,17603378500,Dianadangmd@yahoo.com,{'url': 'https://www.elcentrodermatology.com/'}
Ada West Dermatology,3100 E. Barber Valley Drive,Boise,ID,83716,12088843376,j.calley@adawestdermatology.com,{'url': 'https://adawestdermatology.com/'}
Evoqe Medical Aesthetics,"124 South Broadway Ave., Suite 108",Boise,ID,83702,12088639999,minela@evoqeaesthetics.com,{'url': 'https://evoqeaesthetics.com/'}
Rejuv Med Spa,1631 S Wells Ave,Meridian,ID,83642,12088843800,rejuv@live.com,{'url': 'http://rejuv-medspa.com'}
Ada West Dermatology,"1618 S Millenium Way, Ste 100",Meridian,ID,83642,12088843376,j.calley@adawestdermatology.com,{'url': 'http://www.adawestdermatology.com/'}
Beaute Haus,717 N Main Street,Meridian,ID,83642,12088097575,hello@beaute.haus,{'url': 'https://beaute.haus/'}
Courtney Lauren Skincare,"73-255 El Paseo, Suite 8",Palm Desert,CA,92260,16302072678,courtneylaurenskincare@gmail.com,{'url': 'https://www.courtneylaurenskincare.com/'}
Ada West Dermatology,"4574 N. Ten Mile Road, Suite 120",Meridian,ID,83646,12088843376,j.calley@adawestdermatology.com,{'url': 'https://adawestdermatology.com/'}
Golden Skin + Body,"1315 1st St S, Suite 102",Nampa,ID,83651,12083918558,toxedbyerin@gmail.com,{'url': 'https://toxedbyerin.com/'}
Flawless on Fifth,"41911 5th St, Suite 103",Temecula,CA,92590,19513824726,flawlessonfifth@gmail.com,{'url': 'https://flawlessonfifth.com/'}
Balikian Facial Plastic Surgery,"25220 Hancock Ave, #115",Murrieta,CA,92562,19517192950,skunkel@drbalikian.com,{'url': 'https://www.drbalikian.com/'}
SDBotox,"12650 Sabre Springs Pkwy, Suite 201",San Diego,CA,92128,18447326869,may@sdbotox.com,{'url': 'https://sdbotox.com/'}
The Skin Clinic MD,3737 4th Avenue,San Diego,CA,92103,16192990700,info@theskinclinicmd.com,{'url': 'https://www.theskinclinicmd.com/'}
Brazilia Skin Care - UTC,"4545 La Jolla Village Drive, Suite E1A",San Diego,CA,92122,18589090250,braziliainvoice@gmail.com,{'url': 'https://braziliaskincare.com/'}
Synerchi Medical Spa,"4731 Clairemont Dr, #100",San Diego,CA,92117,18582729564,Meamskee@aol.com,{'url': 'https://synerchimedspa.com/'}
Brazilia Skin Care - Del Mar,"3435 DEL MAR HEIGHTS ROAD, #D6",DEL MAR,CA,92130,18582590868,gia65k@yahoo.com,{'url': 'https://braziliaskincare.com/'}
Moradi MD,"2023 West Vista Way, Ste F",Vista,CA,92083,17607266451,jeanette@moradimd.com,{'url': 'http://moradimd.com/'}
La Jolla Cosmetic Medical Spa -Carlsbad,"7730 El Camino Real, Suites B & C",Carlsbad,CA,92008,18584521981,APMEDSPA@ljcmedspa.com,{'url': 'https://www.ljcsc.com/'}
North County Skin Solutions,"317 El Camino Real, Suite 310",Encinitas,CA,92024,17608461877,info@northcountyskin.com,{'url': 'https://northcountyskin.com/'}
Honest Skin,"4250 Pacific Hwy, Suite 229",San Diego,CA,92110,18583446333,team@honestskin.co,{'url': 'https://honestskin.co/'}
La Jolla Cosmetic Laser Clinic,7720 Fay Avenue,La Jolla,CA,92037,18582258380,wendy@lajollalaser.com,{'url': 'https://www.lajollalaser.com/'}
Vybrance Medaesthetics,915 6th Street,Clarkston,WA,99403,15098241660,frontdesk@vybrancemed.com,{'url': 'https://www.vybrancemedaesthetics.com/'}
Refined Aesthetics Med Spa,215 Cedar Street,Sandpoint,ID,83864,12083047535,info@sandpointmedspa.com,{'url': 'http://www.sandpointmedspa.com/'}
Pure Aesthetics,"2007 W Tea Olive Ln, Ste 102",Coeur D Alene,ID,83814,12086914825,charlie.houk@hotmail.com,
Total Dermatology,"16100 Sand Canyon Ave, Ste 190",Irvine,CA,92618,19497273800,drpilest@gmail.com,{'url': 'http://www.totaldermatology.com'}
Daniel Mills MD,"31852 COAST HWY, STE 401",LAGUNA BEACH,CA,92651,19494992500,mikol@danmillsmd.com,
HeBe Skin Health,"32392 S. Coast Highway, Suite 200",Laguna Beach,CA,92651,19096241215,christina@hebeskinhealth.com,{'url': 'https://hebeskinhealth.com/'}
Orange Dermatology and Laser Center,1506 E Chapman Ave,Orange,CA,92866,17145321276,farrell6@sbcglobal.net,{'url': 'http://www.ocderms.com/'}
BioSpa,"3991 MacArthur Blvd, #320",Newport Beach,CA,92660,19495652121,megan@mybiospa.com,{'url': 'http://www.mybiospa.com/'}
Ania Weissmann MD,"4000 Birch Street, Suite 120",Newport Beach,CA,92660,17149471844,aniamariemd@pm.me,{'url': 'https://www.aniamariemd.com/'}
NeoDerma,1175 E Lincoln Ave,Anaheim,CA,92805,17145334777,info@neodermacenter.com,{'url': 'http://www.neodermacenter.com'}
Derma Beauty Aesthetics,"3140 Red Hill Avenue, Ste 170",Costa Mesa,CA,92626,19493068591,dermabeautyca@gmail.com,{'url': 'https://www.dermabeautystore.com/'}
Aesthetic Lounge,"359 San Miguel Dr, Ste 200",Newport Beach,CA,92660,19494248965,jess@drkevinsadati.com,{'url': 'https://galleryofcosmeticsurgery.com/aesthetic-lounge/'}
Newport Dermatology Institute,"2121 E Coast Highway, Suite 110",Corona del Mar,CA,92625,19496294263,frontdesk@newportderm.com,{'url': 'https://www.newportderm.com/'}
Rox Spa Newport Beach,"1617 Westcliff Dr, Suite 202",Newport Beach,CA,92660,19496401111,desiree@roxsurgery.com,{'url': 'https://www.roxspanewportbeach.com/'}
GLO Bar MedSpa,"1530 Baker St., Suite A",Costa Mesa,CA,92626,17145595436,emilyd@globarmedspa.com,{'url': 'https://www.glomdwellness.com/'}
Tiev,"230 East 17th Street, Suite 200",Costa Mesa,CA,92627,19515533669,msegrest@tiev.co,{'url': 'https://tiev.co/'}
My Skin,"711 W 17th St, Ste C2",Costa Mesa,CA,92627,19492098953,myskinservicesinc@gmail.com,{'url': 'https://myskinmedicalspa.com/'}
Skin Body Soul,"3333 West Coast Hwy, Suite 500",Newport Beach,CA,92663,19496460077,kari@drjohnlaura.com,{'url': 'https://www.drjohnlaura.com/'}
Richard H Lee Plastic Surgery,"361 Hospital Road, Suite 424",Newport Beach,CA,92663,19495489312,info@newportbody.com,{'url': 'https://www.newportbody.com/'}
Iconic Skin Clinic,"15651 Imperial Highway, Ste 102",La Mirada,CA,90638,17142255137,arpitadevani@yahoo.com,{'url': 'https://iconicskinclinic.com/'}
Better Health Medical Group,"1245 W Huntington Drive, Suite 109",Arcadia,CA,91007,16267937922,amanda@4betterhealth.com,{'url': 'http://4betterhealth.com/'}
Timeless Aesthetics,"380 S Lake Ave, Suite 206",Pasadena,CA,91101,16262982317,christy.caringrose@gmail.com,
SkinFX Medical Spa,"709 E Walnut Street, Suite 109",Pasadena,CA,91101,16268034648,skinfxmedspa@gmail.com,{'url': 'https://www.skinfxmedicalspa.com/'}
Eyre Esthetics,547 East Union Street,Pasadena,CA,91101,16264701277,unabattaglia@gmail.com,
Sunset Skin Boutique,"16360 Pacific Coast Hwy, Ste. 220",Huntington Beach,CA,92649,16613014835,Koleen@sunsetskinboutique.com,{'url': 'https://www.sunsetskinboutique.com/'}
Skin & Eyes,4133 Saluson Ave,Maywood,CA,90270,13238889111,drzamoraod@gmail.com,
DermSilk Treatments,"1577 E Chevy Chase, Suite 250",Glendale,CA,91206,18664056608,info@lcaamed.com,{'url': 'https://www.dermsilk.com/'}
Plastic Surgery Northwest,530 S Cowley St,Spokane,WA,99202,15093216033,jamie@plasticsurgerynorthwest.com,{'url': 'https://www.plasticsurgerynorthwest.com/'}
Clinic 5C Cosmetics & Dermatology,510 S Cowley St,Spokane,WA,99202,15097798495,admin@clinic5c.com,{'url': 'https://www.clinic5c.com/'}
NeoDerma,1175 E Lincoln Ave,Anaheim,CA,92805,17145334777,info@neodermacenter.com,{'url': 'http://www.neodermacenter.com'}
Derma Beauty Aesthetics,"3140 Red Hill Avenue, Ste 170",Costa Mesa,CA,92626,19493068591,dermabeautyca@gmail.com,{'url': 'https://www.dermabeautystore.com/'}
Aesthetic Lounge,"359 San Miguel Dr, Ste 200",Newport Beach,CA,92660,19494248965,jess@drkevinsadati.com,{'url': 'https://galleryofcosmeticsurgery.com/aesthetic-lounge/'}
Newport Dermatology Institute,"2121 E Coast Highway, Suite 110",Corona del Mar,CA,92625,19496294263,frontdesk@newportderm.com,{'url': 'https://www.newportderm.com/'}
Better Health Medical Group,116 W Lime Ave,Monrovia,CA,91016,16265998323,amanda@4betterhealth.com,{'url': 'http://4betterhealth.com/'}
Rox Spa Newport Beach,"1617 Westcliff Dr, Suite 202",Newport Beach,CA,92660,19496401111,desiree@roxsurgery.com,{'url': 'https://www.roxspanewportbeach.com/'}
GLO Bar MedSpa,"1530 Baker St., Suite A",Costa Mesa,CA,92626,17145595436,emilyd@globarmedspa.com,{'url': 'https://www.glomdwellness.com/'}
Tiev,"230 East 17th Street, Suite 200",Costa Mesa,CA,92627,19515533669,msegrest@tiev.co,{'url': 'https://tiev.co/'}
My Skin,"711 W 17th St, Ste C2",Costa Mesa,CA,92627,19492098953,myskinservicesinc@gmail.com,{'url': 'https://myskinmedicalspa.com/'}
Skin Body Soul,"3333 West Coast Hwy, Suite 500",Newport Beach,CA,92663,19496460077,kari@drjohnlaura.com,{'url': 'https://www.drjohnlaura.com/'}
