code,name,zipcode,zipcode_address,latitude,longitude,contact_email,shippingEmail,billing_phone,contact_phone,billing_street_address_1,billing_city,billing_province,billing_postal_code,billing_country,clinic_street_address_1,clinic_street_address_2,clinic_city,clinic_province,clinic_country,clinic_postal_code,website,is_diamond_provider,reward_tier_name,reward_tier_number,reward_tier_rank,digital_excellence,hide_from_clinic_locator,distance_in_km
V7DGZ8ED,Athens Family Vision,30606,"Athens, GA 30606, USA",33.944843,-83.432335,cmiller_od@yahoo.com,cmiller_od@yahoo.com,3093332088,3093332088,270 Hawthorne Ave,Athens,GA,30606,US,270 Hawthorne Ave,,Athens,GA,US,30606,https://athensfamilyvision.com/,no,bronze,3,5,yes,no,204.6885221685775
R6EK8KUB,Dawson Dermatology,96825,"Honolulu, HI 96825, USA",21.296232,-157.701981,enfuller@dawsondermatology.com,enfuller@dawsondermatology.com,8085993780,8085993780,6700 Kalaniana'ole Hwy,Honolulu,HI,96825,US,6700 Kalaniana'ole Hwy,208,Honolulu,HI,US,96825,https://www.dawsondermatology.com/,no,partner,1,6,no,no,262.7948238575267
73ZN8BYQ,"Aloha Laser Vision, LLC",96814,"Honolulu, HI 96814, USA",21.296698,-157.848038,nicole@alohalaser.com,nicole@alohalaser.com,8087923937,8087923937,1100 Ward Ave,Honolulu,HI,96814,US,1100 Ward Avenue,,Honolulu,HI,US,96814,https://www.alohalaseraesthetics.com/,no,partner,1,6,no,no,275.22966954904336
W448W53B,Optimal Blueprint,95501,"Eureka, CA 95501, USA",40.813477,-124.146095,youroptimalblueprint@gmail.com,youroptimalblueprint@gmail.com,7073825199,7073825199,"2505 Lucas Street, Suite B",Eureka,CA,95501,US,2505 Lucas Street,Suite B,Eureka,CA,US,95501,,no,partner,1,6,yes,no,3779.740372979283
O745SR5E,"Transform Health and Wellness, PC",96007,"Anderson, CA 96007, USA",40.452633,-122.280151,faith.clause@gmail.com,faith.clause@gmail.com,5306382020,5306382020,2775 Ventura St,Anderson,CA,96007,US,2775 Ventura St,Suite C,Anderson,CA,US,96007,http://www.transformnorth.com/,no,partner,1,6,yes,no,3901.577765516238
TXFY4XXQ,Artistry Aesthetics,96002,"Redding, CA 96002, USA",40.522915,-122.322197,drfarley@reddinglasercenter.com,drfarley@reddinglasercenter.com,5302223678,5302223678,3330 Churn Creek Road,Redding,CA,96002,US,3330 Churn Creek Rd Ste C3,,Redding,CA,US,96002,https://artistryaesthetics.com/,no,partner,1,6,no,no,3901.7919227828415
5GGLIKT1,"Atelier Skin, LLC",97501,"Medford, OR 97501, USA",42.28558,-122.886703,medfordesthetician@yahoo.com,medfordesthetician@yahoo.com,5418401456,5418401456,4140 Cedar Lane,Medford,OR,97501,US,4140 Cedar Lane,,Medford,OR,US,97501,https://medfordesthetician.com/,no,no_tier,0,99,no,no,3950.1770023469503
FA2SW6HB,The Skin Routine,97504,"Medford, OR 97504, USA",42.33762,-122.7855,kendrae7@gmail.com,Kendrae7@gmail.com,5418900638,5418900638,1104 E Jackson St,Medford,OR,97504,US,1104 E Jackson St,,Medford,OR,US,97504,,no,bronze,2,5,no,no,3960.257035489236
WTMDPNSY,Mountain Modern Aesthetics,83631,"New Centerville, ID 83631, USA",43.940952,-115.7761,grahamje80@mountainmodernaesthetics.com,grahamje80@mountainmodernaesthetics.com,2086717979,2088631557,2420 E Old Penitentiary Road,Boise,ID,83702,US,101 Montgomery,Suite 2,Idaho City,ID,US,83631,https://www.mountainmodernaesthetics.com/https://www.mountainmodernaesthetics.com,no,partner,1,6,yes,no,83.90572756975916
MDPKTBCZ,Foundation Functional Medicine & Aesthetics,83702,"Boise, ID 83702, USA",43.662437,-116.16304,foundationfunctionalmed@gmail.com,foundationfunctionalmed@gmail.com,16053901073,2089542359,2306 N 31st,Boise,ID,83703,US,1524 W Hays St,Ste102,Boise,ID,US,83702,https://www.foundationfunctionalmedicine.com/,no,partner,1,6,yes,no,122.52626665077216
VGK25CHG,Loden and Co,83716,"Boise, ID 83716, USA",43.560589,-116.132828,lodenandco@gmail.com,lodenandco@gmail.com,2089212220,2089212220,6929 E Ghost Bar St,Boise,ID,83716,US,3152 S Bown Way,,Boise,UT,US,83716,,no,partner,1,6,no,no,125.05229792415275
tmEsjQRB,Elevate Eye Care PLLC,83706,"Boise, ID 83706, USA",43.592121,-116.193329,admin@elevateeyecareboise.com,admin@elevateeyecareboise.com,2082104832,2082104832,404 E Parkcenter Blvd,Boise,ID,83706,US,404 E Parkcenter Blvd,Ste 170,Boise,ID,US,83706,https://www.elevateeyecareboise.com/,no,partner,1,6,yes,no,127.8841229931254
AKH2YPDX,Virasoap Natural Medicine,83642,"Meridian, ID 83642, USA",43.564438,-116.403458,dralexa@virasoap.com,dralexa@virasoap.com,2084257627,2084257627,3023 E Copper Point Dr,Meridian,ID,83642,US,3023 E Copper Point Dr,Ste 206,Meridian,ID,US,83642,https://virasoap.com/,no,partner,1,6,yes,no,144.58974726135838
GFhHauFw,Snake River Aesthetics,83686,"Nampa, ID 83686, USA",43.489136,-116.589439,snakeriveraesthetics@gmail.com,snakeriveraesthetics@gmail.com,2086023637,2086023637,128 W Georgia Ave,Nampa,ID,83686,US,128 W Georgia,,Nampa,ID,US,83686,https://www.snakeriveraesthetics.com/,no,partner,1,6,yes,no,161.68622745355745
HXHSYW3A,Eagle Rock Medical Center LLC,83402,"Idaho Falls, ID 83402, USA",43.52776,-112.198212,adrienne@kano-labs.com,adrienne@kano-labs.com,2088774788,2088774788,919 South Utah Avenue,Idaho Falls,ID,83402,US,919 South Utah Avenue,,Idaho Falls,ID,US,83402,https://ifmedspa.com/,no,partner,1,6,no,no,212.81424562095984
A679KQQ8,Luxe Medical Aesthetics,83201,"Pocatello, ID 83201, USA",42.894596,-112.354073,olsenkara12@gmail.com,olsenkara12@gmail.com,2083171363,2083171363,1555 E Clark St,Pocatello,ID,83201,US,1555 E Clark St,,Pocatello,ID,US,83201,https://luxemedical-aesthetics.com/,no,partner,1,6,yes,no,232.6872338620066
VK9LMZ2X,Sydnee Peters,83501,"Lewiston, ID 83501, USA",46.20351,-116.902527,sydneedpeters@gmail.com,sydneedpeters@gmail.com,5097803188,5097803188,200 Main Street,Lewiston,ID,83501,US,200 Main Street,,Lewiston,ID,US,83501,,no,partner,1,7,no,no,291.6842907790416
SDJSWQW8,FG Aesthetics & Medicine,59801,"Missoula, MT 59801, USA",46.850052,-113.986961,christina@fgaestheticsandmedicine.com,christina@fgaestheticsandmedicine.com,4062008331,4062008331,2315 McDonald,Missoula,MT,59801,US,2315 Mcdonald Ave,Ste 105,Missoula,MT,US,59801,https://www.fgaestheticsandmedicine.com/,no,partner,1,6,yes,no,314.87862983909736
T79GVG7G,GEM Aesthetics,59802,"Missoula, MT 59802, USA",46.953983,-113.91201,kacia@gemmissoula.com,kacia@gemmissoula.com,4066403802,4066403802,410 West Spruce,Missoula,MT,59802,US,410 West Spruce,,Missoula,MT,US,59802,,no,bronze,2,5,no,no,327.3312996255354
96GF12CZ,"Danni Griffith, O.D. PLLC",59602,"Helena, MT 59602, USA",46.781567,-111.920547,dannigriffithod@gmail.com,dannigriffithod@gmail.com,4064957053,4064957053,7031 Truck Farm Dr,Helena,MT,59602,US,2195 E Custer Ave,,Helena,MT,US,59602,,no,no_tier,0,99,no,no,373.4606755661368
FLASLTPK,Broadway Eye Clinic,84111,"Salt Lake City, UT 84111, USA",40.756939,-111.88369,karriburesh@gmail.com,karriburesh@gmail.com,8013220467,8018355027,250 East 300 South,Salt Lake City,UT,84111,US,250 East 300 South,#380,Salt Lake City,UT,US,84111,https://www.visionsource-broadway.com/,no,partner,1,6,yes,no,436.5469810529027
3THKFM56,Beauty Within Viso Bespoke Aesthetics,84102,"Salt Lake City, UT 84102, USA",40.763496,-111.862823,beautywithinslc@gmail.com,beautywithinslc@gmail.com,18012322834,18012322834,444 South 900 East,Salt Lake City,UT,84102,US,444 South 900 East,Suite 102,Salt Lake City,UT,US,84102,,no,partner,1,6,no,no,436.8491532010392
I0MhtmJ9,Utah Eye Associates LLC,84102,"Salt Lake City, UT 84102, USA",40.763496,-111.862823,rhayesod@gmail.com,rhayesod@gmail.com,8013632851,8013632851,160 S 1000 E,Salt Lake City,UT,84102,US,160 S 1000 E,330,Salt Lake City,UT,US,84102,https://utaheyeassociates.com/,no,partner,1,6,no,no,436.8491532010392
4PRGA7JJ,Signature MedSpa,59405,"Great Falls, MT 59405, USA",47.301697,-111.351791,conn@yoursignaturemedspa.com,conn@yoursignaturemedspa.com,4062721049,4062721049,400 Park Dr S,Great Falls,MT,59405,US,400 Park Dr S Ste,,Great Falls,MT,US,59405,https://www.yoursignaturemedspa.com/,no,partner,1,6,yes,no,445.5838933131429
r2wjiNhG,Family Focused Eye Care,84096,"Herriman, UT 84096, USA",40.484745,-112.07148,info@visionbeyond2020.com,info@visionbeyond2020.com,8013023080,8013023080,5532 W Herriman Main St,Herriman,UT,84096,US,5532 W Herriman Main St,Ste 120,Herriman,UT,US,84096,http://visionbeyond2020.com/,no,partner,1,6,no,no,454.9596979500233
74J3KK9P,Jenesis Laser & Aesthetics,84017,"Wanship, UT 84017, USA",40.918598,-111.141426,nette@allwest.net,nette@allwest.net,4355650349,4355650349,999 S W Hoytsville,Coalville,UT,84017,US,142 South 50 East,,Coalville,UT,US,84017,https://jenesislaser.com/,no,partner,1,7,no,no,457.9461257305284
XX3MYHDV,Whitefish Creative Aesthetics ,59937,"Whitefish, MT 59937, USA",48.41061,-114.335251,office@creativeaestheticsmt.com,office@creativeaestheticsmt.com,4062508633,4064934892,300 Haugen Heights Rd,Whitefish,MT,59937,US,911 Wisconsin Suite 202,Suite 202 ,Whitefish,MT,US,59937,https://www.creativeaestheticsmt.com/,no,partner,1,6,yes,no,483.8630988300509
4LN2RALY,Élevé Aesthetics,61523,"Chillicothe, IL 61523, USA",40.897125,-89.530891,rninjector79@gmail.com,rninjector79@gmail.com,3096350304,3096350304,200 Norman Dr,Groveland,IL,61535,US,210 W Pine St,,Chillicothe,IL,US,61523,ELEVE-AESTHETICS.NET,no,partner,1,6,no,no,31.400708048382025
6EjxGk7A,"Rieger Eyecare, Ltd.",61761,"Normal, IL 61761, USA",40.518314,-88.970108,dr.rieger@mybrightsight.com,dr.rieger@mybrightsight.com,3093202020,3093202020,5745 N 3100 East Rd,Chatsworth,IL,60921,US,407 Kays Dr,,Normal,IL,US,61761,https://mybrightsight.com/,no,partner,1,6,yes,no,38.36937967327013
cBcMoK65,Morris Dermatology,60450,"Morris, IL 60450, USA",41.390663,-88.440392,morrisderm@gmail.com,morrisderm@gmail.com,8159415160,8159415160,1499 Lakewood Dr,Morris,IL,60450,US,1499 Lakewood Drive,Unit A,Morris,IL,US,60450,https://www.morrisderm.com/,no,bronze,2,5,no,no,116.4384409089298
0RDAG86J,Ortiz Eye Associates PC,60450,"Morris, IL 60450, USA",41.390663,-88.440392,ortizeye@att.net,ortizeye@att.net,8152283322,8152283322,880 Bedford Rd,Morris,IL,60450,US,880 Bedford Rd,,Morris,IL,US,60450,,no,no_tier,0,99,no,no,116.4384409089298
yCmdfW2R,The Wellspring Medical Spa,61021,"Dixon, IL 61021, USA",41.819214,-89.493118,thewellspringmedspa@gmail.com,thewellspringmedspa@gmail.com,8159737916,8159737916,1205 Tee St,Dixon,IL,61021,US,735 N Galena Ave,Ste 110,Dixon,IL,US,61021,https://wellspringmedicalspa.com/,no,partner,1,6,yes,no,132.12378846725403
WEUV2SQX,Plasma Lift Skin Clinic LLC,52722,"Bettendorf, IA 52722, USA",41.570312,-90.459671,plasmaliftforyou@gmail.com,plasmaliftforyou@gmail.com,5639404249,5639404249,3545 Middle Rd #314,Bettendorf,IA,52722,US,3545 Middle Rd #314,,Bettendorf,IA,US,52722,http://www.plasmaliftclinic.com/,no,no_tier,0,99,no,no,136.98416995788324
YR3TYPDO,EKG IV Nutrition & Aesthetics,60451,"New Lenox, IL 60451, USA",41.51329,-87.962883,ekgmedspa@gmail.com,ekgmedspa@gmail.com,8152008557,8152008557,455 Kingston Dr,New Lenox,IL,60451,US,352 W. Maple Street,Suite 101,New Lenox,IL,US,60451,,no,no_tier,0,99,no,no,155.11331439740832
WNCK7TDC,You Plus Medical Aesthetics,60505,"Aurora, IL 60505, USA",41.757992,-88.294769,youplusclinic@gmail.com,youplusclinic@gmail.com,7734501750,7734501750,144 Forestview Ct,Aurora,IL,60502,US,26 S Stolp Ave,,Aurora,IL,US,60505,https://youplusaesthetics.com/,no,partner,1,6,yes,no,155.47552444566034
M9HNZDHZ,Glow Aesthetics & Spa PLLC,52653,"Wapello, IA 52653, USA",41.154301,-91.173698,danielle@glowpllc.com,danielle@glowpllc.com,3195271456,3195271456,332 N. 2nd St,Wapello,IA,52653,US,332 N. 2nd St,,Wapello,IA,US,52653,,no,partner,1,6,no,no,160.06655337799918
MCPNWVWN,SkinPerfected,60517,"Downers Grove, IL 60517, USA",41.748901,-88.036308,shannon@skinperfected.com,shannon@skinperfected.com,6303862233,6303862233,6440 Main Street,Woodridge,IL,60517,US,6440 Main Street,Suite 120,Woodridge,IL,US,60517,https://skinperfected.com/,no,partner,1,6,yes,no,168.47541705788234
UDRUDGKB,Qua wellness and Med Spa,60527,"Burr Ridge, IL 60527, USA",41.742325,-87.93042,maha.abboud@comcast.net,maha.abboud@comcast.net,6305610590,6305610590,430 villige center drive,Burr ridge,IL,60527,US,430 Village Center Drive,,Burr Ridge,IL,US,60527,https://www.quawellness.com/,no,partner,1,6,no,no,174.0765983326453
HU8KZNZQ,About Face Med Spa,60521,"Oak Brook, IL 60521, USA",41.796745,-87.928581,Hesewall@comcast.net,Hesewall@comcast.net,7088296631,7088296631,437 Blackstone,LaGrange,IL,60525,US,911 N Elm St,,Hinsdale,IL,US,60521,,no,no_tier,0,99,no,no,178.48546204532838
8F51GQGR,SkinPerfected - Hinsdale,60521,"Hinsdale, IL 60521, USA",41.796745,-87.928581,olivia@skinperfected.com,olivia@skinperfected.com,6306331229,6306331229,6440 Main Street,Woodridge,IL,60517,US,908 N Elm Street,Suite 109,Hinsdale,IL,US,60521,,no,no_tier,0,99,no,no,178.48546204532838
7M6Z9BQP,Salon Hype,60525,"La Grange, IL 60525, USA",41.790611,-87.864799,salonhype@gmail.com,salonhype@gmail.com,7085485556,7085485556,917 Hillgrove Ave.,LaGrange,IL,60525,US,917 Hillgrove Ave.,,LaGrange,IL,US,60525,https://www.salonhype.com/,no,partner,1,6,no,no,181.7216660951362
JI74isgS,Oakbrook Advanced Aesthetics,60181,"Oakbrook Terrace, IL 60181, USA",41.87709,-87.977577,browsbymarie@gmail.com,browsbymarie@gmail.com,7089982099,7089982099,741 Davis St,Melrose,IL,60160,US,1S132 Summit Ave,Suite 207 C,Oakbrook,IL,US,60181,https://oakbrookadvancedaesthetics.com/,no,partner,1,6,yes,no,182.31933826431165
8LgM45XR,Davis EyeCare,60453,"Oak Lawn, IL 60453, USA",41.708771,-87.746803,eyemanage@aol.com,eyemanage@aol.com,7086360600,7086360600,4663 W 95th St,Oak Lawn,IL,60453,US,4663 W 95th St,,Oak Lawn,IL,US,60453,,no,partner,1,6,no,no,182.80275679723923
FFKMDVUS,Green Med Spa,46373,"St John, IN 46373, USA",41.443554,-87.470306,Doctor@greenpediatrics.com,Doctor@greenpediatrics.com,2192322795,2192322795,8245 Wicker Ave,St. John,IN,46373,US,8245 Wicker Avenue,,St. Jon,IN,US,46373,https://www.thegreenmedspa.com/,no,partner,1,6,no,no,185.1274643487447
Y8RM3F2N,EmArya Aesthetics,60126,"Elmhurst, IL 60126, USA",41.891369,-87.943283,info@emaryaaesthetics.com,info@emaryaaesthetics.com,6302903953,6308089387,2045 W Grand Ave,Chicago,IL,60612,US,183 N York St,,Elmhurst,IL,US,60126,www.emaryaaesthetics.com,no,no_tier,0,99,no,no,185.38596221295583
WNY5U3XS,"Naturally Ageless, PLLC",61107,"Rockford, IL 61107, USA",42.281593,-89.0466,ashleyvogrinc@gmail.com,ashleyvogrinc@gmail.com,3363375625,3363375625,555 S Perryville Rd,Rockford,IL,61108,US,7177 Crimson Ridge Drive,,Rockford,IL,US,61107,,no,partner,1,6,yes,no,185.63175739309008
HGZJ35ZB,Avery Integrative Women's Health Center,60805,"Evergreen Park, IL 60805, USA",41.722828,-87.702484,marykay@averyintegrativehealth.com,marykay@averyintegrativehealth.com,7082037455,7082037455,9537 S. Pulaski Rd ,Evergreen,IL,60805,US,9537 S. Pulaski Rd,,Evergreen,IL,US,60805,http://www.averyintegrativehealth.com/,no,partner,1,6,no,no,186.62297930852637
YYSTAGTL,Focus Eye Care of Fort Wayne,46804,"Fort Wayne, IN 46804, USA",41.052185,-85.241196,contactus@focuseyecarefw.com,contactus@focuseyecarefw.com,2603995912,2603995912,9920 Illinois Rd,Fort Wayne,IN,46804,US,9920 Illinois Road,,Fort Wayne,IN,US,46804,https://www.focuseyecarefw.com/,no,partner,1,6,yes,no,63.46023274930253
PE5OY7EI,Freedom Medical Center,46040,"Fishers, IN 46040, USA",39.93224,-85.84803,chris@huffmanhealth.biz,chris@huffmanhealth.biz,3175051747,3175051747,401 S. Merrill St.,Fortville,IN,46040,US,401 S. Merrill St.,,Fortville,IN,US,46040,http://freedom-medical.com/,no,no_tier,0,99,yes,no,71.9160813085544
8923PLW7,"Hancock Eye Associates, PC",46140,"Greenfield, IN 46140, USA",39.779423,-85.725639,nicholasmccolley@gmail.com,nicholasmccolley@gmail.com,3174626601,3174626601,1451 Jason Rd,Greenfield,IN,46140,US,1451 Jason Road,,Greenfield,IN,US,46140,https://hancockeyeassociates.com/,no,partner,1,6,yes,no,86.45626180973485
4JTRLW9A,illume Laser and Skin Inc,46703,"Angola, IN 46703, USA",41.632359,-85.002556,amanda@illumelss.com,amanda@illumelss.com,2603507225,26035072252603507225,1205 N Wayne St,Angola,IN,46703,US,1205 N. Wayne St.,Suite A,Angola,IN,US,46703,https://illumelss.com/,no,partner,1,6,no,no,130.30179918190305
R9WF3227,Trayam Dermatology,46601,"South Bend, IN 46601, USA",41.672405,-86.253952,holly@trayamdermatology.com,holly@trayamdermatology.com,5747033973,5747033973,108 N Main St,South Bend,IN,46601,US,108 N Main St,,South Bend,IN,US,46601,https://trayamdermatology.com/,no,partner,1,6,no,no,136.0963192036452
ZJ315YBP,Refined Skin & Acne Clinic,45856,"Leipsic, OH 45856, USA",41.104572,-83.99559,hello@refined.skin,hello@refined.skin,4198901090,4198901090,1850 Road 15,Leipsic,OH,45856,US,134 E. Main Street,,Leipsic,OH,US,45856,https://www.instagram.com/_refinedskin_/,no,no_tier,0,99,yes,no,148.53191261898732
DMMVX8HD,Aesthetics By Michelle,43545,"Florida, OH 43545, USA",41.412453,-84.143517,michellemcdonaldlma@gmail.com,michellemcdonaldlma@gmail.com,4199569556,4199569556,130 East Clinton,Napoleon,OH,43545,US,130 E Clinton St,,Napoleon,OH,US,43545,https://bio.site/aestheticsbymichelle,no,partner,1,6,yes,no,155.4543123057417
ZL8QAWWJ,Advanced Laser and Cosmetic Center,45459,"Centerville, OH 45459, USA",39.640079,-84.175163,walton.tiffani@yahoo.com,walton.tiffani@yahoo.com,9375102770,9375102770,6720 Loop Rd,Centerville,OH,45459,US,6720 Loop Rd,,Centerville,OH,US,45459,,no,partner,1,6,no,no,158.1163546981992
5PA8NP4P,Eterna Body Spa,45066,"Springboro, OH 45066, USA",39.559811,-84.217339,kim@eternabodyspa.com,kim@eternabodyspa.com,5139124429,5139124429,3189 PRINCETON RD.,Hamilton,OH,45011,US,35 E Market St,,Springboro,OH,US,45066,http://www.eternabodyspa.com/,no,partner,1,6,no,no,161.39122648163976
PW84YVG8,Empowering Health LLC,47025,"Greendale, IN 47025, USA",39.14603,-84.87764,drlianeg.dnp@yahoo.com,drlianeg.dnp@yahoo.com,8122902128,8122902128,19904 Augusta Dr,Lawrenceburg,IN,47025,US,19904 Augusta Dr,Suite 1,Lawrenceburg,IN,US,47025,https://empoweringhealthspa.com/elementor-1362/,no,partner,1,6,yes,no,168.05042025026418
GCLUE9M9,Cincinnati Plastic Surgery,45241,"West Chester Township, OH 45241, USA",39.279884,-84.406761,askthenurse@cincinnatiplasticsurgery.com,ASKTHENURSE@CINCINNATIPLASTICSURGERY.COM,5134690300,5134690300,3723 Hauck Rd,Sharonville,OH,45241,US,3723 Hauck Road,,Sharonville,OH,US,45241,https://www.cincinnatiplasticsurgery.com/,no,partner,1,6,no,no,174.2987163597483
NaKnxY3S,Glow Aesthetics and Wellness Studio,47042,"Versailles, IN 47042, USA",38.995533,-85.251549,glowaesthetics2021@gmail.com,glowaesthetics2021@gmail.com,8126213329,8126213329,1154 South Ripley Estates Dr,Versailles,IN,47042,US,1154 South Ripley Estates Dr,Suite 6,Versailles,IN,US,47042,,no,partner,1,6,yes,no,175.56220385198773
QX8HV3YQ,Ageless Medica LLC,45249,"Cincinnati, OH 45249, USA",39.270897,-84.327911,info@agelessmedicaldr.com,info@agelessmedicaldr.com,5138803041,5138803041,7287 Middleton Way,Mason,OH,45040,US,11841 Mason Montgomery Rd,Unit 1b,Cincinnati,OH,US,45249,https://agelessmedicaldr.com/,no,partner,1,6,no,no,179.11315302149416
TU6MXSAL,Face Studio And Wellness Center,45242,"Cincinnati, OH 45242, USA",39.236435,-84.364723,info@facestudioandwellnesscenter.com,info@facestudioandwellnesscenter.com,5133245659,5133245659,10979 Reed Hartman Hwy #216,Blue Ash,OH,45242,US,10979 Reed Hartman Hwy #216,,Blue Ash,OH,US,45242,http://www.facestudioandwellensscenter.com,no,no_tier,0,99,no,no,180.3336102186973
IPL3RSX4,"Jaeger Ventures, LLC DBA The Hydration Station",45242,"Montgomery, OH 45242, USA",39.236435,-84.364723,chris@thehydrationstation.com,chris@thehydrationstation.com,5136145420,5136145420,6669 Bantry Ave,Cincinnati,OH,45213,US,9600 Montgomery Road STE E,,Cincinnati,OH,US,45242,,no,no_tier,0,99,no,no,180.3336102186973
VPEMB4LF,Skin Esteem LLC,41071,"Fort Thomas, KY 41071, USA",39.071053,-84.485504,skinesteemllc@yahoo.com,skinesteemllc@yahoo.com,8432092794,8599575916,8008 Carondelet Ave,Clayton,MO,63105,US,821 York Street,,Newport,KY,US,41071,http://www.skin-esteem.com/,no,partner,1,6,no,no,190.23025081854607
66554SAR,Oral Facial Surgery Associates,41042,"Florence, KY 41042, USA",38.980331,-84.658371,y.richardson@ofsaky.com,y.richardson@ofsaky.com,8593710123,8593710123,1481 Cavalry Dr #200,Florence,KY,41042,US,1481 Cavalry Drive,#200,Florence,KY,US,41042,https://www.oralfacialsurgeryky.com/,no,no_tier,0,99,no,no,192.40507804314788
KAME6ZZ6,Buff Aesthetics and Wellness,44883,"Fort Seneca, OH 44883, USA",41.139755,-83.186333,buffaesthetics@gmail.com,buffaesthetics@gmail.com,5672240743,5672240743,1560 W Market,Tiffin,OH,44883,US,1560 W Market Street,,Tiffin,OH,US,44883,,no,partner,1,6,no,no,213.49520703796915
DRBVC5J9,THE SKIN FIRM,43160,"WSHNGTN CT HS, OH 43160, USA",39.509617,-83.464355,tabitha.melvin@theskinfirmclinic.com,tabitha.melvin@theskinfirmclinic.com,7402082550,7402082550,1005 E. Temple Street,Washington Court House,OH,43160,US,1005 E. Temple Street,,Washington Court House,OH,US,43160,https://www.theskinfirmwch.com/,no,no_tier,0,99,no,no,215.74639712000308
28FZHTV9,Own Aesthetics PLC,50266,"WDM, IA 50266, USA",41.568024,-93.814651,janet@ownaesthetics.com,janet@ownaesthetics.com,5157784455,5157784455,6700 Augustine Ct,Johnston,IA,50131,US,7601 Office Plaza Dr. N Norwood 1,Suite 115,West Des Moines,IA,US,50266,,no,partner,1,6,no,no,68.76344561897626
AVR4HL8V,Radiance Medical Spa,52241,"Coralville, IA 52241, USA",41.699924,-91.588699,jillgoodman22@gmail.com,jillgoodman22@gmail.com,3193253600,3193831863,3220 RedHawk Street,Coralville,IA,52241,US,3220 RedHawk Street,Suite 100,Coralville,IA,US,52241,https://theradiancemedicalspa.com/,no,silver,4,4,yes,no,126.66282659869628
QWZ8X942,The Skin Society,52302,"Marion, IA 52302, USA",42.087139,-91.579002,dana.theskinsociety@gmail.com,dana.theskinsociety@gmail.com,5152915909,5152915909,2070 Golfview Ct,Marion,IA,52302,US,2070 Golfview Ct,,Marion,IA,US,52302,https://www.theskinsocietyia.com/,no,partner,1,6,yes,no,127.66421547467785
NEXNC2SG,O2 Laser Spa,50428,"Clear Lake, IA 50428, USA",43.163692,-93.379204,medicalspajenna@gmail.com,medicalspajenna@gmail.com,7866252737,7866252737,6201 S Shore Drive,Clear Lake,IA,50428,US,14 Plaza Drive,,Clear Lake,IA,US,50428,https://www.o2laserspa.com/,no,partner,1,6,yes,no,144.81110493080212
T38JRTNA,The Gabrielson Clinic for Women,50428,"Clear Lake, IA 50428, USA",43.163692,-93.379204,jenna.krueger@iaspecialty.com,stephanie.mooney@iaspecialty.com,6413571800,6413571800,401 S 17th Street,Clear Lake,IA,50428,US,401 S 17th St,,Clear Lake,IA,US,50428,https://www.gabrielsonclinic4women.com/,no,partner,1,7,yes,no,144.81110493080212
J3G63Q39,Aistheta Injectables,55944,"Kasson, MN 55944, USA",43.967686,-92.758072,megbryngelson@gmail.com,megbryngelson@gmail.com,5072695270,5072695270,PO Box 294,Mantorville,MN,55955,US,11 East Veterans Memorial HWY,Suite 102,Kassan,MN,US,55944,https://fullcirclewellnessclinic.com/cosmetic-injectables-1,no,partner,1,6,no,no,234.0008417574632
FVLB6KWV,"Bellissima Aesthetics, LLC",55904,"Rochester, MN 55904, USA",43.956249,-92.420868,lissimaaesthetics@gmail.com,lissimaaesthetics@gmail.com,5074216856,5074216856,3863 Galaxy Dr SW,Rochester,MN,55902,US,2571 Clare Lane NE,Suite 507,Rochester,MN,US,55904,https://www.bellissimaaestheticsbyliz.com/,no,bronze,2,5,yes,no,237.5692630145268
6KiCNzl7,Olmsted Medical Center,55904,"Rochester, MN 55904, USA",43.956249,-92.420868,bclaffy@olmmed.org,bclaffy@olmmed.org,5075926555,5075926555,210 9th St SE,Rochester,MN,55904,US,1650 Fourth St SE,,Rochester,MN,US,55904,,no,partner,1,6,no,no,237.5692630145268
5J84FVBJ,Optimal Movement,55901,"Rochester, MN 55901, USA",44.078056,-92.509888,philip@optimal-movement.com,philip@optimal-movement.com,5079930830,5079930830,3270 19 St NW,Rochester,MN,55901,US,3270 19th st nw #203,,Rochester,MN,US,55901,http://optimal-movement.com/,no,no_tier,0,99,no,no,249.26218368312183
9TJT5GFC,Whitten Dentistry & Spa,68114,"Omaha, NE 68114, USA",41.267422,-96.052032,info@whittendentistry.com,info@whittendentistry.com,4023979330,4023979330,627 Waterloo Dr,Waterloo,NE,68069,US,1111 N 102nd Ct,Suite 214,Omaha,NE,US,68114,http://whittendentistry.com,no,partner,1,7,no,no,254.95021596192257
SUFMX2PJ,Finesse Advanced Medical Aesthetics,68154,"Omaha, NE 68154, USA",41.254616,-96.104996,jen@finesseomaha.com,jen@finesseatrium.com,4026710396,4026710396,1404 N 189th St,Omaha,NE,68154,US,10862 West Dodge Road,,Omaha,NE,US,68154,http://www.finesseomaha.com,no,partner,1,6,no,no,259.5992517689382
U8DEJ7FY,Omaha Facial Plastic Surgery P.C.,68118,"Omaha, NE 68118, USA",41.261234,-96.16861,admin@omahaface.com,admin@omahaface.com,4026853722,4026853722,1130 N 204 Ave,Elkhorn,NE,68022,US,17838 Burke St #101,,Omaha,NE,US,68118,https://www.omahaface.com/,no,partner,1,6,yes,no,264.498004083992
