store_name,address,city,state,zip_code,phone_number,email,website
Ageless Living,"1551 Professional lane # 102, Longmont, CO, 80501",,CO,80501,7205267879,Zhanna.chekan@ccpwounds.com,
Authentically Organic,", Pueblo, CO, 81008",,CO,81008,(719) 778-2948,,https://authenticallyorganicpueblo.co/servicesbookappt
"Ultimate Skin, by Elise Beth Skincare","23361 Mulholland Dr, Suite 30, Woodland Hills, CA, 91364",,CA,91364,818-321-1332,,
Holistic Beauty by Heidi,"102 D Waxhaw Professional Park Dr, Waxhaw, NC, 28173",,NC,28173,,,
Holistic Beauty and Wellness,"1211 Park Avenue Ste. 211, San Jose, CA, 95126",,CA,95126,408-982-7774,,https://holisticbeautyandwellness.com/
Earthly Esthetics,"2900 West Main St., Kalamazoo, MI, 49006",,MI,49006,,,
Brandi Atwell,"682 2nd st. #B, Encinitas, CA, 92024",,CA,92024,858-405-4574,,
Ritual Skincare Therapy,"741 Deep Valley Dr, Rolling Hills Estates, CA, 90274",,CA,90274,530-301-1560,,http://www.ritualskincaretherapy.com/
Ariana Roque,", Coral Springs, FL, 33065",,FL,33065,954-798-4288,Arianavioletro@gmail.com,
Ariana Roque,"14575 NW 77th Avenue, Suite 303, Miami Lakes, FL, 33014",,FL,33014,954-798-4288,Arianavioletro@gmail.com,
The Lounge by Tanna Rae,"21 W Ortega St, Santa Barbara, CA, 93101",,CA,93101,805.705.1501,,https://www.Theloungebytannarae.com
Lskin Solution,", Miami, FL, 33182",,FL,33182,7863932538,lisnaibi15@yahoo.com,
Pure Beauty Co.,"9 103rd Ave NE Ste 201,, Bellevue, WA, 98004",,WA,98004,206-234-9197,cherrymakeup@gmail.com,https://www.purebeautyco.com
Body & Soul Day Spa,"824 E Main st, Santa Paula, CA, 93060",,CA,93060,805-535-8723,,
The Vivienne Skin Studio,"124 Town Square Lane, Taylor, MS, 38673",,MS,38673,,Hello@theviviennestudio.com,http://www.theviviennestudio.com
Blue Orchid Beauty,"3400 Irvine Ave Suite 117, Newport Beach, CA, 92661",,CA,92661,408-867-2001,,https://www.blueorchidbeauty.com
Park Salon & Spa,"1839 42nd Ave E, Seattle, WA, 98112",,WA,98112,2063377275,gunna@parksalonspa.com,https://parksalonspa.com
Tru Esthetics,"3307 Aspen Ridge Circle, Kimberly, ID, 83341",,ID,83341,2084046559,chels.e.esti@gmail.com,
Huyen Vu. Beauty Haven,"28924 South Western Avenue Suite 219, Rancho Palos Verdes, CA, 90275",,CA,90275,203-942-3949,,
Remedy Skin & Body,"3723 Thousand Oaks Blvd, Westlake Village, CA, 91362",,CA,91362,805 497-9400,sharinharn@gmail.com,http://remedyskinandbody.com
Naturale Touch SpaTique,,,,,,NaturaleT@aol.com,https://www.naturaletouchstore.com/
Amber Rose Holistic Skincare,"1830 N Lakes Pl, Meridian, ID, 83646",,ID,83646,707-246-4397,amber@amberroseskincare.com,https://everleeskincare.shop/collections/amberrosestore
