store_name,address,city,state,zip_code,phone_number,email,website
Altitude Aesthetics,"3939 S WASATCH BLVD, STE 5",MILLCREEK,UT,84124-2219,(801) 230-2822,katie@altitudemedspa.com,
Cimikoski Stem Cells,"9980 S 300 W, STE 150",SANDY,UT,84070-3651,(801) 999-4860,invoice@utahstemcells.com,
Lovelee Medical Aesthetics,"2290 E 4500 S, STE 225",SALT LAKE CITY,UT,84117-4497,(713) 253-9522,loveleemedspa@gmail.com,
Modern SLC Injections & Aesthetics,"2290 E 4500 S, STE 210",HOLLADAY,UT,84117-4497,(801) 516-8884,niki@modernslc.com,
Enliven Medical LLC,"4646 S Highland Dr, Ste 100",Millcreek,UT,84117,(801) 871-9446,busch.deana@yahoo.com,
Edit Med Spa,"1226 W SOUTH JORDAN PKWY, #C",SOUTH JORDAN,UT,84095-6023,(801) 930-0759,veronica@editmedspa.com,
Rise Rejuvenation Center,"5888 s 900 e, Ste 201",Murray,UT,84121,(801) 707-2666,traci@riserejuvenationcenter.com,
Alchemy Aesthetics,"2645 E PARLEYS WAY, STE 500",SALT LAKE CITY,UT,84109-1636,(801) 609-6516,elise@alchemyslc.com,
RO Aesthetics,3775 S HIGHLAND DR,MILLCREEK,UT,84106-4207,(801) 233-8778,contact@roaesthetics.com,
Elase- Mountain View Village,"13351 ROCK WREN LN, STE PD-Y3",RIVERTON,UT,84096-2870,(904) 658-7413,accounting@elase.com,
BeautyNow Med Spa,"1045 E 3900 S, STE 202",MILLCREEK,UT,84124-1192,(801) 260-3030,ap@skintypesolutions.com,
"Moov Health & Wellness, Inc. - Salt Lake City","13222 TREE SPARROW DR, 238, STE 237",HERRIMAN,UT,84096-2879,(801) 382-7391,Invoices@vituity.coupahost.com,
Beauty Lab + Laser - Riverton,"13222 TREE SPARROW DR, STE R150",RIVERTON,UT,84096-2884,(385) 346-0353,andrea@beautylablaser.com,
Mon Amie Aesthetics LLC,"8822 S REDWOOD RD, STE C112",WEST JORDAN,UT,84088-5173,(385) 395-5256,Charcoalmedicallounge@gmail.com,
FIKA Infusion + Wellness,"3142 S. Highland Dr, Suite B5",SALT LAKE CITY,UT,84106-3044,(801) 797-0438,,
G.O.A.T. Athletic Spa,3561 W 11400 S,SOUTH JORDAN,UT,84095-1284,(801) 891-1352,accounting@goatathleticspa.com,
Fish School LLC,"1414 FOOTHILL DR, STE D",SALT LAKE CITY,UT,84108-2347,(801) 784-0095,dlhalvorsen@gmail.com,
Vue Medical Spa,"4000 S 700 E, STE 10",SALT LAKE CITY,UT,84107-2580,(801) 303-3883,docswens@hotmail.com,
The Medspa by Vincent Surgical,"11649 S 4000 W, STE 300",SOUTH JORDAN,UT,84009-6048,(801) 942-1111,jessica@vincentmedspa.com,
Envision Cosmetic Surgery,5417 S COMMERCE DR,MURRAY,UT,84107-5803,(801) 268-2650,envisionmanager@gmail.com,
Inspire Health Clinics,"10654 S River Heights Dr, Ste 130",South Jordan,UT,84095,(801) 477-5424,info@inspirehc.com,
Ritual Skin & Health,1549 S 1100 E,SALT LAKE CITY,UT,84105-2477,(801) 448-3365,tinachante3@gmail.com,
The Dental Spa,620 E 2100 S,SALT LAKE CITY,UT,84106-1828,(801) 466-6645,hello@dentalspa.com,
Inspire Medical Spa,10420 S RUBICON RD,SOUTH JORDAN,UT,84009,(385) 443-1128,contactus@inspiremedicalspaslc.com,
Viso Bespoke Aesthetics,"444 S 900 E, Suite 102",SALT LAKE CITY,UT,84102-3570,(801) 558-0870,beautywithinslc@gmail.com,
Salt and Stone Wellness,"445 E 200 S, STE 140",SALT LAKE CITY,UT,84111-2143,(801) 893-2463,stacy@saltandstonewellnessslc.com,
BALANCED BEAUTY ENTERPRISES LLC,"460 S 200 W, STE 2",BOUNTIFUL,UT,84010-7126,(801) 923-2101,info.balancedbeauty@gmail.com,
Aesthetics Express DBA Art of Aesthetics,3619 W 510 N,SALT LAKE CITY,UT,84116-2904,(801) 573-0807,tugalsairportllc@gmail.com,
Integrated Med Spa,458 N 500 W,BOUNTIFUL,UT,84010-6948,(801) 383-1684,mindy@integratedmedspa.com,
Dermatology and Aesthetics Center,"1222 W LEGACY CROSSING BLVD, STE 200",CENTERVILLE,UT,84014-5560,(801) 298-3802,idbountiful@bill.com,
VIO Med Spa - Farmington,134 N STATION PKWY,FARMINGTON,UT,84025-5505,(646) 612-7575,noreply@medvelle.com,
"Nani Ventures, LLC","240 N E Promontory, 2nd Floor",Farmington,UT,84025,(801) 372-4761,Nanibeautyaj@gmail.com,
Giova Aesthetics + Wellness,192 S MAIN ST,KAYSVILLE,UT,84037-2527,(385) 554-1606,bonnie@giovamedspa.com,
Silkey Skin MD,192 S MAIN ST,KAYSVILLE,UT,84037-2527,(801) 882-2200,,
Zora Beauty,559 Deseret Dr.,Kaysville,UT,84037,(801) 719-8161,,
Mr. Injection,"307 N 300 W, STE 301",KAYSVILLE,UT,84037-1852,(801) 998-2943,chris@mrinjection.com,
True Beauty Forever,"335 N 300 W, STE 101",KAYSVILLE,UT,84037-1815,(801) 643-4277,info@truebeautyforever.com,
Ramirez Deratology,1351 W 200 N,Kaysville,UT,84037,(801) 397-6125,katy.cottam@ogdenclinic.com,
SL Anesthesia,"1188 W SPORTSPLEX DR, STE 105",KAYSVILLE,UT,84037-6817,(801) 893-2463,,
Rubicon Health and Wellness,"1536 WOODLAND PARK DR, STE 210",LAYTON,UT,84041-5620,(385) 393-7486,sfaulkner@rubiconhealthandwellness.org,
SkinSculpt MedSpa,"5734 S 1475 E, STE 300",OGDEN,UT,84403-4698,(801) 475-5214,taylorerickson@wasatchdermatology.com,
The Fix Med Spa,"1491 W THATCHER BLVD, STE 103",SAFFORD,AZ,85546-3431,,jenniferbryce.rn@gmail.com,
Sheeba Tauhid-Imran,"3320 RINCONADA BLVD, STE 1",LAS CRUCES,NM,88011-7199,(575) 222-0885,drtauhid@outlook.com,
All Natural Aesthetics,"2000 E LOHMAN AVE, STE B",LAS CRUCES,NM,88001-3100,(575) 644-3120,Brookiecraig3@yahoo.com,
Elite Dermatology,"1005 S. Telshor, Suite A",Las Cruces,NM,88011,(575) 262-7546,aesthetics@elitedermatologynm.com,
SOAR Wellness,"6855 4TH ST NW, STE B2",LOS RANCHOS,NM,87107-6100,(505) 398-9430,Stephanie@soarwellness.net,
Health Horizons,"4801 MCMAHON BLVD NW, STE 101",ALBUQUERQUE,NM,87114-5090,(505) 893-2840,admin@healthhorizonsusa.com,
Sana Spa,GULTON CT NE,ALBUQUERQUE,NM,87109-4407,(505) 884-8900,,
Sandia Skin & Face,7009 MONTGOMERY BLVD NE,ALBUQUERQUE,NM,87109-1598,(505) 291-9600,,
Chrome Beauty and Wellness Collective,3613 NM 528 NW,Albuquerque,NM,87114,(505) 897-5065,betweenuandmespa@gmail.com,
Southwest Women's Oncology & Health,"5700 HARPER DR NE, STE 400",ALBUQUERQUE,NM,87109-3585,(505) 843-7813,,
"Seeberger Dermatology, LLC","1401 10TH ST, STE C",ALAMOGORDO,NM,88310-5012,(575) 437-4533,bseeberger@dermhappy.com,
Arizona Institute of Dermatology - Payson,"127 E MAIN ST, STE A",PAYSON,AZ,85541-5646,(928) 951-0395,chrisrexmd@gmail.com,
Canyon Ranch Aesthetics,8600 E ROCKCLIFF RD,TUCSON,AZ,85750-9733,(520) 749-9655,Tucson-ap@canyonranch.com,
Desert Dermatology,"1521 E TANGERINE RD, STE 161",ORO VALLEY,AZ,85755-6217,(520) 771-0288,michelle.goedken@desertdermatology.org,
Canvas Skin Clinic,"10445 N ORACLE RD, STE 151",ORO VALLEY,AZ,85737-9359,(304) 546-6393,megan@canvasskinclinic.com,
Rejuvene' MD - Dr. Karen Herman,"7470 CIMARRON PLZ, STE 100",EL PASO,TX,79911-2220,(915) 433-8398,wow@rejuvenemd.com,
Venus by Mars,4041 E SUNRISE DR,TUCSON,AZ,85718-4333,(520) 722-6277,officemgr@venusbymars.com,
Eleve Medical Aesthetics,"101 LIVINGSTON LOOP, STE C5",SANTA TERESA,NM,88008-9753,(575) 332-4242,margie@eleve-medical.com,
Bespoke Skin Boutique,"6360 N Campbell Avenue, Suite 160",Tucson,AZ,85718,(520) 989-3174,info@bespokeskinboutique.com,
Olson Facial Plastic Surgery,"6340 N CAMPBELL AVE, STE 256",TUCSON,AZ,85718-3186,(520) 809-9497,mercy@foothillsfacialplasticsurgery.com,
Novare Med Spa,"5956 E PIMA ST, STE 120",TUCSON,AZ,85712-4375,(520) 372-7489,mskfnp@gmail.com,
Tucson Dermatology LTD,"6565 E CARONDELET DR, STE 145",TUCSON,AZ,85710-3545,(520) 886-4199,skhales@tucsondermatology.com,
Tula Wellness & Aesthetics,"3170 N SWAN RD, STE 110",TUCSON,AZ,85712-1254,(520) 577-1129,admin@tulawellnessmd.com,
Total Health Tucson,1840 N CRAYCROFT RD,TUCSON,AZ,85712-3702,(520) 372-2146,info@totalhealthcare.com,
Country Club Med Spa,"8041 N MESA ST, STE B2",EL PASO,TX,79932-1666,(915) 307-3870,countryclubmedspa333@gmail.com,
BB Beauty Lounge,"1661 N SWAN RD, STE 312",TUCSON,AZ,85712-4075,(323) 646-5258,Robinleighp@gmail.com,
Precision Cosmetics,"7315 N ORACLE RD, STE 204",TUCSON,AZ,85704-6321,(520) 261-6210,Info@precisioncosmetics.com,
Azul MedSpa West,"7380 Remcon Circle, Suite B",EL PASO,TX,79912-1643,(915) 584-2985,azulmedspawest@gmail.com,
Vein & Aesthetics of Tucson,2504 E RIVER RD,TUCSON,AZ,85718-6509,(520) 445-7693,wgoldberg@opcardio.com,
Clear Skin,2732 N ALVERNON WAY,TUCSON,AZ,85712-1804,(520) 382-3330,jblake@specialistsindermatology.com,
Christina Wilson Aesthetics,"250 S CRAYCROFT RD, STE 490",TUCSON,AZ,85711-3827,(520) 771-5864,christina@christinawilsonaesthetics.com,
Beauty & Health by Liz,"6600 N ORACLE RD, STE 100",TUCSON,AZ,85704-5676,(520) 620-1226,lizguerrerofnp@gmail.com,
Luxe Wellness,"1865 E RIVER RD, STE 121",TUCSON,AZ,85718-7636,(617) 455-5171,lrosenberg@luxewellnessaz.com,
Naked MD Tucson,"40 N SWAN RD, STE 118",TUCSON,AZ,85711-3019,(520) 288-8420,rpa@nakedmd.com,
Radiance Permanent Makeup Artistry & Wellness,6064 N ORACLE RD,TUCSON,AZ,85704-5310,(520) 406-2474,radiancepma@gmail.com,
Dermatology & Plastic Surgery of Arizona,"698 E Wetmore Road, Suite 310",Tucson,AZ,85705,(520) 207-3100,,
Four Pillars Of Health,"1751 W ORANGE GROVE RD, STE 111",TUCSON,AZ,85704-1192,(520) 593-7761,fourpillarsofhealthaz@gmail.com,
Mirror Mirror Aesthetics & Wellness,1880 W Orange Grove Road,Tucson,AZ,85704,(520) 689-6809,mblachly@mmspatucson.net,
Angela Sollenbarger,3380 E ARROYO CHICO,TUCSON,AZ,85716-5813,(520) 484-0966,agaveaesthetics@gmail.com,
Skin Spectrum,"6127 N LA CHOLLA BLVD, STE 101",TUCSON,AZ,85741-3744,(520) 797-8885,ap@usdermpartners.com,
Brooke Swonger PLLC,"7229 N THORNYDALE RD, STE 109",TUCSON,AZ,85741-2007,(520) 820-3097,brookeswongeraesthetics@gmail.com,
Allure Skin and Laser,"21321 E Ocotillo Road, Suite 128",Queen Creek,AZ,85142,(480) 888-1223,,
Fox Dermatology and Aesthetics LLC,"3514 N POWER RD, STE 123",MESA,AZ,85215-2909,(480) 319-9500,carliefox@gmail.com,
Swiftcare Medical,"16824 E Avenue of the Fountains, Suite 21",Fountain Hills,AZ,85268,(480) 712-0566,info@drkmedspa.com,
Emily Frost Aesthetics,"5058 E Southern Avenue, Suite 102",Mesa,AZ,85206,(480) 389-6579,emily@emilyfrostaesthetics.com,
Skinfinity Medspa,"3939 E Williams Field Road, Suite 102",Gilbert,AZ,85295,(480) 514-9295,info@azskinandbody.com,
Chrysalis Skin & Scar,"3945 E WILLIAMS FIELD RD, STE 101",GILBERT,AZ,85295-5054,(480) 881-6832,jasmine@chrysalisskin.org,
Auri Aesthetics,"3875 E WILLIAMS FIELD RD, STE 301",GILBERT,AZ,85295-5716,(480) 509-7730,cameron@auriaesthetics.com,
The Beauty Boss Co,"3150 E RAY RD, STE 134",GILBERT,AZ,85296-1229,(480) 530-5334,elizabeth@thebeautyboss.co,
A to Z Dermatology,"4540 E BASELINE RD, STE 109",MESA,AZ,85206-4616,(480) 982-3337,drgamoth@a-zdermatology.com,
Harmony MedSpa,"6318 S HIGLEY RD STE 102, Studio 23",GILBERT,AZ,85298-4329,(480) 272-2485,harmonymedspaaz@gmail.com,
Southwest Plastic Surgery,"1387 GEORGE DIETER DR, BLDG C301",EL PASO,TX,79936,(915) 590-7900,bel@swplasticsurgery.com,
"Ember Sun, LLC","2855 E BROWN RD, STE 18",MESA,AZ,85213-4216,(480) 242-6110,brianamarkle@hotmail.com,
Advanced Plastic Surgery Institute,1981 E BONANZA CT,GILBERT,AZ,85297-8015,(480) 466-7355,ashleed@surgeryinstitute.com,
Mayo Foundation For Medical Education and Research,"13400 E SHEA BLVD, SC_MC_CC_DRMSRG/DERMATOLOGIC SURGERY",SCOTTSDALE,AZ,85259,(480) 301-4227,invoicerequests@mayo.edu,
Desert Eyesthetics PC,"1754 E Boston Street, Suite 103",Gilbert,AZ,85295,(480) 454-7130,dgarcia@eyeplasticsaz.com,
Desert Sky Dermatology,"1688 E BOSTON ST, STE 101",GILBERT,AZ,85295-6222,(480) 855-0085,candice@desertskyderm.com,
Skin Ritual,"1684 E BOSTON ST, STE 102",GILBERT,AZ,85295-6220,(480) 702-2442,rachel@skinritualaz.com,
Desert Body Contour,"2730 S VAL VISTA DR, STE 136",GILBERT,AZ,85295-1681,(480) 571-1367,Shelleyrobertson51@gmail.com,
Arizona Beauty Lab,,,,,(480) 963-4000,arizonabeautylab@gmail.com,
Kristal Clear Aesthetics,"1401 E Williams Field Road, STE 17",Gilbert,AZ,85295,(480) 204-9994,,
Center for Dermatology,"3530 S VAL VISTA DR, STE B109-110",GILBERT,AZ,85297-7318,(480) 905-8485,ap@platinumderm.com,
Beauty Between the Lines,1064 E Shannon Court,Gilbert,AZ,85295,(480) 628-6458,beautybetweentheline@gmail.com,
Abbey Jensen,"397 S GILBERT RD, STE 110",GILBERT,AZ,85296-1609,(720) 979-3486,aestheticsofaz@gmail.com,
4Ever Young Gilbert,"75 E RIVULON BLVD, STE 105",GILBERT,AZ,85297-0005,(480) 847-6822,dlovato@4everyounggilbert.com,
Le Blushing Lotus,"143 E. Germann Rd., Ste B-101  Space 203",Gilbert,AZ,85297,(602) 828-8961,,
Unmarked Beauty & Wellness,"2410 S GILBERT RD, #1 MEDSPA",CHANDLER,AZ,85286-1590,(480) 737-1394,info@unmarkedbeautyandwellness.com,
Honor Aesthetics and Wellness,"3200 S GILBERT RD, STE 116",CHANDLER,AZ,85286-5107,(480) 372-9799,allie@honoraesthetics.com,
Candeo Clinic,"1450 W GUADALUPE RD, STE 120",GILBERT,AZ,85233-3056,(623) 640-5899,amjohns4@hotmail.com,
"LeAnne Koleski, NP-C PLLC",204 N CENTER ST,MESA,AZ,85201-6629,(602) 717-2439,,
Le Nour Medspa,"9825 E BELL RD, STE 120",SCOTTSDALE,AZ,85260-2348,(602) 888-6603,lenourmedspa@gmail.com,
Heather Anderson NP,"9965 N 95TH ST, STE 105",SCOTTSDALE,AZ,85258-4594,(703) 403-8262,noscoskin@gmail.com,
NKMD MGMT LLC dba Naked MD - Scottsdale,"9377 E BELL RD, STE 207",SCOTTSDALE,AZ,85260-1504,(888) 747-0888,Accountspayable@nakedmd.com,
Love Aesthetics & Wellness,"9300 E. Raintree Dr.  #130, Ste. 10",Scottsdale,AZ,85260,(813) 267-9608,info@loveaestheticswellness.com,
Arizona Oculoplastic Specialists,9431 E IRONWOOD SQUARE DR,SCOTTSDALE,AZ,85258-4572,(480) 418-6602,dchretien1205@gmail.com,
Rejuvent Med Spa,9155 E Bell Road,Scottsdale,AZ,85260,(480) 717-0065,kbomer@rejuvent.com,
Hydrate Salon & Day Spa,"18261 N PIMA RD, STE 125",SCOTTSDALE,AZ,85255-6233,(480) 656-5911,Marianne@hydratesalon.com,
The Peak Wellness Spa,"8912 E PINNACLE PEAK RD, STE F4",SCOTTSDALE,AZ,85255-3649,(480) 306-8882,info@thepeakspa.com,
Hello Laser Spa,"9301 E SHEA BLVD, STE 106",SCOTTSDALE,AZ,85260-6734,(480) 905-3080,hayley@Hellolaserspa.com,
DC Ranch Family Medicine & Aesthetics,"20945 N PIMA RD, STE 110",SCOTTSDALE,AZ,85255-5585,(480) 800-3550,rperez@dcranchmd.com,
Charity's Medical & Aesthetics,"36600 N PIMA RD, UNIT 104B",CAREFREE,AZ,85377-4308,(480) 745-4638,charity.correa2016@yahoo.com,
James B Vogt MD PC,8985 E BELL RD,SCOTTSDALE,AZ,85260-1573,(480) 343-3488,rosemaryvogt22@gmail.com,
DEBORAH D. WILSON MD PC,"10250 N 92ND ST, STE 102",SCOTTSDALE,AZ,85258-4517,(480) 351-8699,felicia@drwilsongyn.com,
Zona Med Spa,"9767 N 91ST ST, STE 102",SCOTTSDALE,AZ,85258-5086,(480) 299-4975,zonamedspa@gmail.com,
DHH Med Spa,"9188 E San Salvador Drive, Suite 102",Scottsdale,AZ,85258,(480) 336-4195,Info@deserthh.com,
Look Lab - Scottsdale,"8787 E PINNACLE PEAK RD, STE 206",SCOTTSDALE,AZ,85255-3728,(480) 992-5665,Accounting@looklab.com,
The Cosmetic Center at DC Ranch,"19120 N PIMA RD, STE 120",SCOTTSDALE,AZ,85255-5391,(480) 470-1696,admin@carlotticenter.com,
Desert Rain Skin,"8711 E PINNACLE PEAK RD, STE C-102",SCOTTSDALE,AZ,85255-3517,(602) 441-5629,info@desertrainskin.com,
Aesthetic Revival,"9393 N 90TH ST, STE 120",SCOTTSDALE,AZ,85258-5042,(602) 975-8418,jen@aestheticrevival.com,
Face Lounge Aesthetics,"8952 E DESERT COVE AVE, STE E202",SCOTTSDALE,AZ,85260-6776,(480) 597-4603,yancey@faceloungeaz.com,
SOURCE OF HEALTH LLC,"10752 N 89TH PL, STE 118",SCOTTSDALE,AZ,85260-6743,(480) 361-4005,behealthy@mysourceofhealth.com,
XXI Skin,"10752 N 89TH PL, STE A210",SCOTTSDALE,AZ,85260-6251,(480) 422-5047,cristyle@xxiskin.com,
Best Skin by Kira,8575 E PRINCESS DR # A221,SCOTTSDALE,AZ,85255-5483,(480) 670-1029,bestskinbykira@gmail.com,
Ageless Beauty & Wellness,"8575 E PRINCESS DR, STE A221",SCOTTSDALE,AZ,85255-5441,(602) 334-3663,leslie@agelessbeauty-wellnes.com,
Center For Dermatology and Plastic Surgery,"14275 N 87TH ST, STE 109-110",SCOTTSDALE,AZ,85260-3696,(214) 751-2349,ap@platinumderm.com,
The Aesthetic Reserve,"8989 E VIA LINDA, STE 115",SCOTTSDALE,AZ,85258-5407,(815) 378-0388,aestheticreserve22@gmail.com,
Revive Health & Wellness,"1550 E FLORENCE BLVD, STE 103",CASA GRANDE,AZ,85122-4788,(520) 483-6386,revivehw1@gmail.com,
AdmireMD Plastic Surgery + Skin Clinic,"17300 N PERIMETER DR, STE 175",SCOTTSDALE,AZ,85255-6599,(480) 946-3155,victoria@admireplasticsurgery.com,
Rejuvenate Renew,"8415 N PIMA RD, STE 200",SCOTTSDALE,AZ,85258-4485,(480) 616-9149,cara.m.greer@gmail.com,
Dermatology & Skin Surgery Specialists,"8415 N PIMA RD, STE 212",SCOTTSDALE,AZ,85258-4485,(480) 434-6600,keith.walter@skinspecialistsofaz.com,
Vitality MDs,"8415 N PIMA RD, STE 210",SCOTTSDALE,AZ,85258-4485,(480) 425-8700,bdillon@vitalitymds.com,
Ascension Skin LLC,"8664 E SHEA BLVD, STE 158",SCOTTSDALE,AZ,85260-6653,(309) 826-8304,skinman0210@gmail.com,
The Flawless Lab,"13840 N. Northsight Blvd, Suite 117",Scottsdale,AZ,85260,(480) 550-6242,flawlesslab.reception@gmail.com,
Bella Vita Med Spas,"3731 S ARIZONA AVE, STE 2",CHANDLER,AZ,85248-2702,(480) 356-9179,,
Anatomy of Aesthetics,"8132 N 87TH PL, STE 100",SCOTTSDALE,AZ,85258-4000,(480) 448-0354,Info@anatomyofaesthetics.com,
Institute of Aesthetics,"8580 E SHEA BLVD, STE 140",SCOTTSDALE,AZ,85260-6681,(480) 822-0766,info@instituteofaesthetics.com,
A New Dawn Wellness Center,"14220 N Northsight Blvd, Suite 150",SCOTTSDALE,AZ,85260,(480) 473-1111,dawn@anewdawnwellness.com,
Starkman Facial Plastic Surgery,"8560 E. Shea Blvd, Suite 110",Scottsdale,AZ,85260,(480) 590-2697,,
"Lunessa MSO AZ, LLC DBA Pure Vanity Spa","20511 N HAYDEN RD, STE 105",SCOTTSDALE,AZ,85255-3877,(480) 419-8267,spadirector@purevanityspa.com,
4Ever Young Anti-Aging Solutions,8527 E Via De Viva,Scottsdale,AZ,85258,(480) 908-5990,Tfshagovac@gmail.com,
Curated Medical,"8300 N HAYDEN RD, STE A117",SCOTTSDALE,AZ,85258-2480,(480) 826-1139,info@curatedmed.com,
Sachi Aesthetics,"8370 E VIA DE VENTURA, STE K205",SCOTTSDALE,AZ,85258-3185,(480) 454-8188,Info@sachiaesthetics.com,
The Beauty Fix Medspa,"7629 E PINNACLE PEAK RD, STE 104",SCOTTSDALE,AZ,85255-6291,(480) 340-8364,,
Blush Medical Aesthetics,"10601 N Hayden Road, Suite 108",Scottsdale,AZ,85260,(480) 226-9067,face@cox.net,
Esthetic Finesse,"7349 N VIA PASEO DEL SUR, STE 82",SCOTTSDALE,AZ,85258-3764,(707) 575-1801,diane@estheticfinesse.com,
AfterGlo Aesthetics,"8040 E MORGAN TRL, STE 13",SCOTTSDALE,AZ,85258-1211,(480) 271-8761,kl.afterglo@gmail.com,
The Old Town Esthetician,"8040 E MORGAN TRL, STE 13",SCOTTSDALE,AZ,85258-1211,(847) 370-0354,theoldtownesthetician@gmail.com,
Elemental Aesthetics,"2222 S DOBSON RD, STE 201",MESA,AZ,85202-6489,(480) 659-1390,info@elementalaesthetics.com,
Griffin Wellness and Medspa,"1035 W QUEEN CREEK RD, STE 101",CHANDLER,AZ,85248-8124,(480) 400-3175,angela@griffinwellnessaz.com,
Revital-AZ Laser and Med Spa,7439 E Elbow Bend,Carefree,AZ,85377,(480) 629-5776,info@revitalaz.com,
Allure Infinite Beauty,"2421 E Southern Avenue, #1",Tempe,AZ,85282,(480) 831-7109,,
298574 HumanBlu,"31313 N SCOTTSDALE RD, Suite 170",SCOTTSDALE,AZ,85266-2995,(480) 553-9171,results@humanblu.com,
Adam & Eve Medical Aesthetics,"31309 N SCOTTSDALE RD, STE 100",SCOTTSDALE,AZ,85266-2894,(480) 575-6584,barbslush@gmail.com,
Summit Aesthetics,"32409 N Scottsdale Road, Suite 103",Scottsdale,AZ,85266,(480) 787-0701,,
Glow Aesthetic Clinic,1001 GATEWAY AVE,BISMARCK,ND,58503-0508,(701) 751-4410,northdakotaskin@gmail.com,
Rejuvenating Remedies Med Spa,102 S MAIN ST,CHAMBERLAIN,SD,57325-1519,(605) 730-5639,,
Tailored To You,1109 North Main,Mitchell,SD,57301,(605) 990-4700,shellyselland@gmail.com,
Altaire Clinic,"5257 27TH ST S, STE 201",FARGO,ND,58104-7782,(701) 809-9369,tamra@altaireclinic.com,
Lazaderm - Fargo,"1650 45TH ST S, STE 114",FARGO,ND,58103-3247,(701) 888-7546,accounting@lazaderm.com,
The Edit Aesthetics + Medical PLLC,"1130 MAIN AVE S, STE F",BROOKINGS,SD,57006-4341,(605) 695-7068,brittany.kerr@editmedical.com,
Bergstrom Eye and Laser Clinic,2601 S University Dr,Fargo,ND,58103,(701) 235-5200,teri@bergstromeye.com,
"Dermaesthetics, LLC","1621 SHERIDAN LAKE RD, STE B",RAPID CITY,SD,57702-3432,(605) 716-3742,tracihay@yahoo.com,
Lazaderm,3401 S Kelley Ave,Sioux Falls,SD,57106,(605) 275-6128,accounting@lazaderm.com,
Plastic Surgery Associates of South Dakota,"4201 S MINNESOTA AVE, STE 112",SIOUX FALLS,SD,57105-6706,(605) 335-3349,mvogel@psaofsd.com,
Infinity Medical Aesthetics,2001 W TREVI PL,SIOUX FALLS,SD,57108,,brittany@infinity-ma.com,
The Body Garage,"6301 S. Minnesota Avenue, Suite 300",Sioux Falls,SD,57108,(605) 334-2443,carolyn@bodygaragemd.com,
JK Medspa,"1400 N. 9th Street, Suite B",Norfolk,NE,68701,(402) 640-2202,julie@jkmedspa.com,
Jones Eye Clinic,4405 HAMILTON BLVD,SIOUX CITY,IA,51104-1140,7122393937115,,
Lazaderm - Sioux City,3015 HAMILTON BLVD,SIOUX CITY,IA,51104-2407,(712) 226-1000,accounting@lazaderm.com,
No Filter Aesthetics,611 PEARL ST,SIOUX CITY,IA,51101-1219,(712) 490-9704,nofilteraesthetics22@gmail.com,
Lily Frank,922 4TH ST,SIOUX CITY,IA,51101-1805,(712) 587-7131,lily@thesonographystudio.com,
Ave Medical Laser Spa,"1201 Historic 4th St, Suite 101",Sioux City,IA,51101,(712) 224-3500,stacy@avemedspa.com,
Woods Esthetics,121 5 W 4TH ST,LARNED,KS,67550,(620) 282-9012,erinkate27@gmail.com,
Mowery Medspa,737 E CRAWFORD ST,SALINA,KS,67401-5103,(785) 822-3087,katelyn_komarek@Hotmail.com,
Fulfill Med Spa,317 S MAIN ST,PRATT,KS,67124-2707,(620) 388-5441,katie.fulfillmedspa@gmail.com,
Essence Med Spa,"2115 N KANSAS AVE, STE 102",HASTINGS,NE,68901-2615,(402) 463-4004,kaylak@essencemedspa.net,
Contour Med,8 E Railroad,Kearney,NE,68847,(402) 542-0722,ryleeAPRN@mail.com,
Restore Body Balance,813 W DOUGLAS AVE,WICHITA,KS,67213-4704,(316) 993-0972,restorbody813@gmail.com,
Glow 365,142 N MOSLEY ST,WICHITA,KS,67202-2825,(316) 425-0365,jillcrotty@myglow365.com,
Aesthetic Solutions,"2939 N ROCK RD, STE 110",WICHITA,KS,67226-1100,(316) 708-4451,,
Care Aesthetics Of Wichita,"9100 E 29TH ST N, STE B",WICHITA,KS,67226-2177,(316) 260-2549,,
Everyday Wellness Wichita,5112 E CENTRAL AVE,WICHITA,KS,67208-4110,(316) 391-3465,everydaywellnesswichita@gmail.com,
Dr Brynn Richardson,2626 N WEBB RD,WICHITA,KS,67226-8110,(402) 660-1711,brynnrichardson@hotmail.com,
Plastic Surgery Center,1861 N Webb Road,Wichita,KS,67206,(316) 688-7500,katie@pscwichita.com,
Heartland Aesthetica,"10111 East 21st Street North, ste 305",Wichita,KS,67206,(316) 777-6393,accountspayable@heartland-derm.com,
Spa MD,10523 E 21ST ST N,WICHITA,KS,67206-3582,(316) 425-7980,madison@spamdbeauty.com,
MATTHEW H CONRAD MD,"1700 N WATERFRONT PKWY, BLDG 200",WICHITA,KS,67206-6618,(316) 681-2227,kkconrad@cox.net,
Kansas Plastic Surgery,1923 N GREENWICH RD,WICHITA,KS,67206-3104,(316) 305-9618,shannel@kansasplasticsurgery.com,
Shaw Plastic Surgery,"1923 N Greenwich Rd,",Wichita,KS,67206,(316) 440-9801,beth@shawplasticsurgery.com,
Envigorate Aesthetics,"317 N ROCK RD, STE 1300",DERBY,KS,67037-4078,(316) 990-0491,eliz.conkle@gmail.com,
Nurtured by Nurses,"120 N MAIN ST, Suite 5",EL DORADO,KS,67042-2065,(858) 293-1152,accounting@portraitspa.com,
Bella Wellness & Aesthetics,"1201 PARK DR, STE 101",HICKMAN,NE,68372-1448,(402) 792-2237,,
Revitalize Med Spa,"5505 S 16TH ST, STE 600",LINCOLN,NE,68512-2512,(402) 435-0151,Heather.Revitalift@gmail.com,
